PFAM_ID	ID
PF01238	GO:0005975
PF01239	GO:0008318
PF01239	GO:0018342
PF01244	GO:0070573
PF01244	GO:0006508
PF01245	GO:0003735
PF01245	GO:0006412
PF01245	GO:0005840
PF01247	GO:0003735
PF01247	GO:0006412
PF01247	GO:0005840
PF01249	GO:0003735
PF01249	GO:0006412
PF01249	GO:0005840
PF01250	GO:0003735
PF01250	GO:0019843
PF01250	GO:0006412
PF01250	GO:0005840
PF01251	GO:0003735
PF01251	GO:0006412
PF01251	GO:0005840
PF01253	GO:0003743
PF01253	GO:0006413
PF01254	GO:0003677
PF01254	GO:0007283
PF01254	GO:0000786
PF01254	GO:0005634
PF01255	GO:0016765
PF01256	GO:0052855
PF01263	GO:0016853
PF01263	GO:0005975
PF01265	GO:0004408
PF01265	GO:0005739
PF01266	GO:0016491
PF01266	GO:0055114
PF01267	GO:0051016
PF01267	GO:0008290
PF01268	GO:0004329
PF01268	GO:0005524
PF01269	GO:0003723
PF01269	GO:0008168
PF01269	GO:0006364
PF01271	GO:0030141
PF01273	GO:0008289
PF01275	GO:0016021
PF01279	GO:0005179
PF01279	GO:0005576
PF01280	GO:0003735
PF01280	GO:0006412
PF01280	GO:0005840
PF01282	GO:0003735
PF01282	GO:0006412
PF01282	GO:0005840
PF01283	GO:0003735
PF01283	GO:0006412
PF01283	GO:0005840
PF01284	GO:0016020
PF01285	GO:0003700
PF01285	GO:0006355
PF01287	GO:0003723
PF01287	GO:0003746
PF01287	GO:0043022
PF01287	GO:0045901
PF01287	GO:0045905
PF01290	GO:0003785
PF01290	GO:0007015
PF01291	GO:0005125
PF01291	GO:0006955
PF01291	GO:0005576
PF01294	GO:0003735
PF01294	GO:0006412
PF01294	GO:0005840
PF01296	GO:0005179
PF01296	GO:0005576
PF01299	GO:0016020
PF01300	GO:0003725
PF01321	GO:0016787
PF01323	GO:0016491
PF01327	GO:0042586
PF01329	GO:0008124
PF01329	GO:0006729
PF01331	GO:0004484
PF01331	GO:0006370
PF01335	GO:0005515
PF01335	GO:0042981
PF01336	GO:0003676
PF01342	GO:0003677
PF01344	GO:0005515
PF01347	GO:0005319
PF01347	GO:0006869
PF01352	GO:0006355
PF01363	GO:0046872
PF01365	GO:0005262
PF01365	GO:0070588
PF01365	GO:0016020
PF01369	GO:0005085
PF01369	GO:0032012
PF01370	GO:0003824
PF01379	GO:0004418
PF01379	GO:0033014
PF01380	GO:0097367
PF01380	GO:1901135
PF01384	GO:0005315
PF01384	GO:0006817
PF01384	GO:0016020
PF01388	GO:0003677
PF01392	GO:0005515
PF01393	GO:0005634
PF01396	GO:0003677
PF01396	GO:0003916
PF01396	GO:0006265
PF01396	GO:0005694
PF01398	GO:0005515
PF01398	GO:0008237
PF01398	GO:0070122
PF01400	GO:0004222
PF01400	GO:0006508
PF01401	GO:0008237
PF01401	GO:0008241
PF01401	GO:0006508
PF01401	GO:0016020
PF01403	GO:0005515
PF01404	GO:0005515
PF01408	GO:0016491
PF01409	GO:0000049
PF01409	GO:0004812
PF01409	GO:0005524
PF01409	GO:0043039
PF01410	GO:0005201
PF01411	GO:0000166
PF01411	GO:0004813
PF01411	GO:0005524
PF01411	GO:0006419
PF01412	GO:0005096
PF01413	GO:0005201
PF01413	GO:0005581
PF01414	GO:0007154
PF01414	GO:0016020
PF01415	GO:0005139
PF01415	GO:0008083
PF01415	GO:0006955
PF01415	GO:0005576
PF01416	GO:0003723
PF01416	GO:0009982
PF01416	GO:0001522
PF01416	GO:0009451
PF01421	GO:0004222
PF01421	GO:0006508
PF01422	GO:0008270
PF01422	GO:0005634
PF01424	GO:0003676
PF01426	GO:0003682
PF01428	GO:0008270
PF01429	GO:0003677
PF01431	GO:0004222
PF01431	GO:0006508
PF01432	GO:0004222
PF01432	GO:0006508
PF01433	GO:0008237
PF01433	GO:0008270
PF01434	GO:0004176
PF01434	GO:0004222
PF01434	GO:0005524
PF01434	GO:0006508
PF01435	GO:0004222
PF01435	GO:0006508
PF01436	GO:0005515
PF01442	GO:0008289
PF01442	GO:0006869
PF01442	GO:0042157
PF01442	GO:0005576
PF01457	GO:0004222
PF01457	GO:0006508
PF01457	GO:0007155
PF01457	GO:0016020
PF01459	GO:0055085
PF01459	GO:0005741
PF01466	GO:0006511
PF01467	GO:0003824
PF01467	GO:0009058
PF01472	GO:0003723
PF01477	GO:0005515
PF01479	GO:0003723
PF01480	GO:0006397
PF01483	GO:0004252
PF01483	GO:0006508
PF01491	GO:0008199
PF01491	GO:0016226
PF01494	GO:0071949
PF01496	GO:0015078
PF01496	GO:1902600
PF01496	GO:0033179
PF01500	GO:0045095
PF01501	GO:0016757
PF01504	GO:0016307
PF01504	GO:0046488
PF01507	GO:0003824
PF01509	GO:0006396
PF01510	GO:0008745
PF01510	GO:0009253
PF01513	GO:0003951
PF01513	GO:0006741
PF01527	GO:0003677
PF01527	GO:0004803
PF01527	GO:0006313
PF01529	GO:0016409
PF01530	GO:0008270
PF01530	GO:0006355
PF01530	GO:0005634
PF01531	GO:0008107
PF01531	GO:0005975
PF01531	GO:0016020
PF01532	GO:0004571
PF01532	GO:0005509
PF01532	GO:0016020
PF01534	GO:0007166
PF01534	GO:0016020
PF01536	GO:0004014
PF01536	GO:0006597
PF01536	GO:0008295
PF01545	GO:0008324
PF01545	GO:0006812
PF01545	GO:0055085
PF01545	GO:0016021
PF01546	GO:0016787
PF01553	GO:0016746
PF01554	GO:0015297
PF01554	GO:0042910
PF01554	GO:0055085
PF01554	GO:0016020
PF01557	GO:0003824
PF01565	GO:0016491
PF01565	GO:0050660
PF01565	GO:0055114
PF01566	GO:0046873
PF01566	GO:0030001
PF01566	GO:0016020
PF01576	GO:0016459
PF01582	GO:0005515
PF01582	GO:0007165
PF01585	GO:0003676
PF01588	GO:0000049
PF01590	GO:0005515
PF01591	GO:0003873
PF01591	GO:0005524
PF01591	GO:0006000
PF01592	GO:0005506
PF01592	GO:0051536
PF01592	GO:0016226
PF01593	GO:0016491
PF01593	GO:0055114
PF01596	GO:0008171
PF01599	GO:0003735
PF01599	GO:0006412
PF01599	GO:0005840
PF01602	GO:0006886
PF01602	GO:0016192
PF01602	GO:0030117
PF01603	GO:0019888
PF01603	GO:0007165
PF01603	GO:0000159
PF01607	GO:0008061
PF01607	GO:0005576
PF01608	GO:0003779
PF01612	GO:0003676
PF01612	GO:0008408
PF01612	GO:0006139
PF01624	GO:0005524
PF01624	GO:0030983
PF01624	GO:0006298
PF01625	GO:0008113
PF01625	GO:0055114
PF01630	GO:0004415
PF01630	GO:0005975
PF01632	GO:0003735
PF01632	GO:0006412
PF01632	GO:0005840
PF01641	GO:0033743
PF01641	GO:0055114
PF01642	GO:0016866
PF01642	GO:0031419
PF01648	GO:0000287
PF01648	GO:0008897
PF01650	GO:0008233
PF01650	GO:0006508
PF01652	GO:0003723
PF01652	GO:0003743
PF01652	GO:0006413
PF01655	GO:0003735
PF01655	GO:0006412
PF01655	GO:0005840
PF01667	GO:0003735
PF01667	GO:0006412
PF01667	GO:0005840
PF01669	GO:0019911
PF01687	GO:0008531
PF01687	GO:0009231
PF01694	GO:0004252
PF01694	GO:0016021
PF01699	GO:0055085
PF01699	GO:0016021
PF01702	GO:0016763
PF01702	GO:0006400
PF01704	GO:0070569
PF01725	GO:0047429
PF01725	GO:0009143
PF01728	GO:0008168
PF01728	GO:0032259
PF01729	GO:0004514
PF01729	GO:0009435
PF01731	GO:0004064
PF01733	GO:0005337
PF01733	GO:1901642
PF01733	GO:0016021
PF01734	GO:0006629
PF01735	GO:0004620
PF01735	GO:0009395
PF01738	GO:0016787
PF01743	GO:0003723
PF01743	GO:0016779
PF01743	GO:0006396
PF01747	GO:0004781
PF01749	GO:0061608
PF01749	GO:0006606
PF01754	GO:0003677
PF01754	GO:0008270
PF01756	GO:0003997
PF01756	GO:0006635
PF01756	GO:0005777
PF01758	GO:0016020
PF01762	GO:0016758
PF01762	GO:0006486
PF01762	GO:0016020
PF01764	GO:0006629
PF01769	GO:0008324
PF01769	GO:0006812
PF01770	GO:0090482
PF01770	GO:0051180
PF01770	GO:0016021
PF01775	GO:0003735
PF01775	GO:0006412
PF01775	GO:0005840
PF01776	GO:0003735
PF01776	GO:0006412
PF01776	GO:0005840
PF01777	GO:0003735
PF01777	GO:0006412
PF01777	GO:0005840
PF01779	GO:0003735
PF01779	GO:0006412
PF01779	GO:0005840
PF01780	GO:0003735
PF01780	GO:0006412
PF01780	GO:0005840
PF01781	GO:0003735
PF01781	GO:0006412
PF01781	GO:0005840
PF01783	GO:0003735
PF01783	GO:0006412
PF01783	GO:0015934
PF01791	GO:0016829
PF01795	GO:0008168
PF01799	GO:0016491
PF01799	GO:0046872
PF01799	GO:0055114
PF01805	GO:0003723
PF01805	GO:0006396
PF01808	GO:0003937
PF01808	GO:0004643
PF01808	GO:0006164
PF01813	GO:0042626
PF01821	GO:0005576
PF01834	GO:0003684
PF01834	GO:0000012
PF01834	GO:0005634
PF01835	GO:0004866
PF01840	GO:0043539
PF01844	GO:0003676
PF01844	GO:0004519
PF01852	GO:0008289
PF01853	GO:0004402
PF01853	GO:0006355
PF01853	GO:0016573
PF01857	GO:0051726
PF01857	GO:0005634
PF01858	GO:0051726
PF01858	GO:0005634
PF01868	GO:0003723
PF01868	GO:0004540
PF01868	GO:0006396
PF01868	GO:0030677
PF01873	GO:0003743
PF01873	GO:0006413
PF01876	GO:0004526
PF01876	GO:0008033
PF01885	GO:0003950
PF01896	GO:0003896
PF01896	GO:0006269
PF01900	GO:0004540
PF01900	GO:0008033
PF01907	GO:0003735
PF01907	GO:0006412
PF01907	GO:0005840
PF01909	GO:0016779
PF01912	GO:0043022
PF01912	GO:0042256
PF01916	GO:0008612
PF01918	GO:0003676
PF01920	GO:0051082
PF01920	GO:0006457
PF01920	GO:0016272
PF01922	GO:0008312
PF01922	GO:0006614
PF01922	GO:0048500
PF01926	GO:0005525
PF01929	GO:0003735
PF01929	GO:0006412
PF01929	GO:0005840
PF01940	GO:0016021
PF01956	GO:0016020
PF01958	GO:0033735
PF01958	GO:0009435
PF01967	GO:0006777
PF01968	GO:0016787
PF01974	GO:0000213
PF01974	GO:0006388
PF01979	GO:0016787
PF01981	GO:0004045
PF01984	GO:0003677
PF01990	GO:0034220
PF01991	GO:0046961
PF01991	GO:1902600
PF01991	GO:0033178
PF01997	GO:0043565
PF02005	GO:0003723
PF02005	GO:0004809
PF02005	GO:0008033
PF02008	GO:0003677
PF02008	GO:0008270
PF02017	GO:0006915
PF02020	GO:0005515
PF02022	GO:0008270
PF02024	GO:0005179
PF02024	GO:0007165
PF02024	GO:0005576
PF02025	GO:0005137
PF02025	GO:0008083
PF02025	GO:0006955
PF02025	GO:0005576
PF02033	GO:0006364
PF02038	GO:0099106
PF02038	GO:0043269
PF02038	GO:0016020
PF02044	GO:0007218
PF02045	GO:0003700
PF02045	GO:0006355
PF02046	GO:0004129
PF02046	GO:0005743
PF02046	GO:0005751
PF02057	GO:0004336
PF02057	GO:0006683
PF02058	GO:0030250
PF02058	GO:0005576
PF02059	GO:0005135
PF02059	GO:0008083
PF02059	GO:0006955
PF02059	GO:0005576
PF02060	GO:0005249
PF02060	GO:0006811
PF02060	GO:0016020
PF02063	GO:0005516
PF02064	GO:0006605
PF02064	GO:0006886
PF02064	GO:0005742
PF02070	GO:0006940
PF02072	GO:0007218
PF02072	GO:0007631
PF02077	GO:0016021
PF02079	GO:0003677
PF02079	GO:0007283
PF02079	GO:0000786
PF02079	GO:0005634
PF02083	GO:0005179
PF02083	GO:0008217
PF02083	GO:0097746
PF02083	GO:0005576
PF02096	GO:0032977
PF02096	GO:0016021
PF02099	GO:0004843
PF02099	GO:0016579
PF02100	GO:0008073
PF02101	GO:0004930
PF02101	GO:0035240
PF02101	GO:0072544
PF02101	GO:0072545
PF02101	GO:0007186
PF02101	GO:0016020
PF02104	GO:0016020
PF02106	GO:0036297
PF02106	GO:0043240
PF02109	GO:0008250
PF02109	GO:0016021
PF02115	GO:0005094
PF02115	GO:0005737
PF02121	GO:0005548
PF02121	GO:0015914
PF02126	GO:0008270
PF02126	GO:0009056
PF02127	GO:0004177
PF02127	GO:0008270
PF02127	GO:0006508
PF02130	GO:0004222
PF02130	GO:0006364
PF02137	GO:0003723
PF02137	GO:0004000
PF02137	GO:0006396
PF02140	GO:0030246
PF02144	GO:0000077
PF02145	GO:0005096
PF02145	GO:0051056
PF02146	GO:0070403
PF02148	GO:0008270
PF02150	GO:0006351
PF02155	GO:0003677
PF02155	GO:0004883
PF02155	GO:0005496
PF02155	GO:0006355
PF02155	GO:0042921
PF02155	GO:0043402
PF02155	GO:0005634
PF02159	GO:0003677
PF02159	GO:0005496
PF02159	GO:0030284
PF02159	GO:0006355
PF02159	GO:0043401
PF02159	GO:0005634
PF02161	GO:0003677
PF02161	GO:0003707
PF02161	GO:0005496
PF02161	GO:0006355
PF02161	GO:0043401
PF02161	GO:0005634
PF02163	GO:0004222
PF02163	GO:0006508
PF02165	GO:0006355
PF02165	GO:0005634
PF02166	GO:0003677
PF02166	GO:0004879
PF02166	GO:0005496
PF02166	GO:0006355
PF02166	GO:0030521
PF02166	GO:0005634
PF02167	GO:0009055
PF02167	GO:0020037
PF02170	GO:0005515
PF02171	GO:0003676
PF02172	GO:0003712
PF02172	GO:0006355
PF02173	GO:0005515
PF02173	GO:0006355
PF02176	GO:0008270
PF02177	GO:0008201
PF02178	GO:0003677
PF02179	GO:0051087
PF02180	GO:0042981
PF02184	GO:0006396
PF02185	GO:0007165
PF02186	GO:0006367
PF02187	GO:0008017
PF02188	GO:0030695
PF02189	GO:0004888
PF02189	GO:0007166
PF02189	GO:0016020
PF02196	GO:0007165
PF02198	GO:0043565
PF02201	GO:0005515
PF02202	GO:0007217
PF02205	GO:0003779
PF02207	GO:0008270
PF02209	GO:0003779
PF02209	GO:0007010
PF02212	GO:0003924
PF02212	GO:0005525
PF02213	GO:0005515
PF02214	GO:0051260
PF02219	GO:0004489
PF02219	GO:0006555
PF02219	GO:0055114
PF02229	GO:0003677
PF02229	GO:0006355
PF02230	GO:0016787
PF02234	GO:0004861
PF02234	GO:0005634
PF02237	GO:0006464
PF02245	GO:0003677
PF02245	GO:0003905
PF02245	GO:0006284
PF02251	GO:0008537
PF02252	GO:0008537
PF02254	GO:0006813
PF02257	GO:0003677
PF02257	GO:0006355
PF02259	GO:0005515
PF02260	GO:0005515
PF02262	GO:0007166
PF02263	GO:0003924
PF02263	GO:0005525
PF02267	GO:0003953
PF02268	GO:0006367
PF02268	GO:0005672
PF02269	GO:0006366
PF02271	GO:0006122
PF02271	GO:0005750
PF02272	GO:0003676
PF02284	GO:0004129
PF02284	GO:0005743
PF02285	GO:0004129
PF02290	GO:0008312
PF02290	GO:0030942
PF02290	GO:0006614
PF02290	GO:0005786
PF02291	GO:0006352
PF02296	GO:0006886
PF02296	GO:0016192
PF02296	GO:0030131
PF02297	GO:0005739
PF02297	GO:0045277
PF02310	GO:0031419
PF02310	GO:0046872
PF02312	GO:0003713
PF02312	GO:0005634
PF02319	GO:0006355
PF02319	GO:0005667
PF02330	GO:0005759
PF02337	GO:0005198
PF02344	GO:0003700
PF02344	GO:0006355
PF02347	GO:0004375
PF02347	GO:0006546
PF02347	GO:0055114
PF02354	GO:0004930
PF02354	GO:0007186
PF02354	GO:0016020
PF02366	GO:0000030
PF02366	GO:0006493
PF02366	GO:0016020
PF02372	GO:0005126
PF02372	GO:0006955
PF02372	GO:0005576
PF02376	GO:0003677
PF02383	GO:0042578
PF02390	GO:0008176
PF02390	GO:0006400
PF02391	GO:0006777
PF02394	GO:0005149
PF02394	GO:0006954
PF02394	GO:0006955
PF02404	GO:0005173
PF02404	GO:0007155
PF02404	GO:0016020
PF02412	GO:0005509
PF02412	GO:0007155
PF02434	GO:0016757
PF02434	GO:0016020
PF02441	GO:0003824
PF02450	GO:0008374
PF02450	GO:0006629
PF02460	GO:0016021
PF02485	GO:0016757
PF02485	GO:0016020
PF02487	GO:0016020
PF02513	GO:0007276
PF02515	GO:0008410
PF02516	GO:0004576
PF02516	GO:0006486
PF02516	GO:0016020
PF02517	GO:0004222
PF02517	GO:0071586
PF02517	GO:0016020
PF02535	GO:0046873
PF02535	GO:0030001
PF02535	GO:0055085
PF02535	GO:0016020
PF02536	GO:0003690
PF02536	GO:0006355
PF02538	GO:0003824
PF02544	GO:0016627
PF02544	GO:0006629
PF02545	GO:0047429
PF02567	GO:0003824
PF02567	GO:0009058
PF02580	GO:0002161
PF02580	GO:0051499
PF02580	GO:0005737
PF02586	GO:0003697
PF02586	GO:0006974
PF02586	GO:0018142
PF02602	GO:0004852
PF02602	GO:0033014
PF02617	GO:0030163
PF02628	GO:0016627
PF02628	GO:0006784
PF02628	GO:0055114
PF02628	GO:0016021
PF02637	GO:0016884
PF02666	GO:0004609
PF02666	GO:0008654
PF02668	GO:0016491
PF02668	GO:0055114
PF02671	GO:0006355
PF02686	GO:0006450
PF02689	GO:0004386
PF02689	GO:0005524
PF02690	GO:0005436
PF02690	GO:0044341
PF02690	GO:0016020
PF02714	GO:0016020
PF02724	GO:0006270
PF02727	GO:0005507
PF02727	GO:0008131
PF02727	GO:0048038
PF02727	GO:0009308
PF02727	GO:0055114
PF02728	GO:0005507
PF02728	GO:0008131
PF02728	GO:0048038
PF02728	GO:0009308
PF02728	GO:0055114
PF02729	GO:0016743
PF02729	GO:0006520
PF02731	GO:0000398
PF02731	GO:0005681
PF02732	GO:0003677
PF02732	GO:0004518
PF02733	GO:0004371
PF02733	GO:0006071
PF02734	GO:0004371
PF02734	GO:0006071
PF02735	GO:0003677
PF02735	GO:0006303
PF02736	GO:0003774
PF02736	GO:0005524
PF02736	GO:0016459
PF02737	GO:0070403
PF02737	GO:0006631
PF02737	GO:0055114
PF02738	GO:0016491
PF02738	GO:0055114
PF02740	GO:0008047
PF02740	GO:0007586
PF02740	GO:0016042
PF02740	GO:0005576
PF02744	GO:0008108
PF02744	GO:0006012
PF02747	GO:0003677
PF02747	GO:0006275
PF02749	GO:0016763
PF02751	GO:0006367
PF02751	GO:0005672
PF02761	GO:0005509
PF02765	GO:0003677
PF02765	GO:0000723
PF02765	GO:0000781
PF02770	GO:0016627
PF02770	GO:0055114
PF02771	GO:0016627
PF02771	GO:0050660
PF02771	GO:0055114
PF02772	GO:0004478
PF02772	GO:0006556
PF02773	GO:0004478
PF02773	GO:0006556
PF02775	GO:0003824
PF02775	GO:0030976
PF02776	GO:0030976
PF02777	GO:0004784
PF02777	GO:0046872
PF02777	GO:0006801
PF02777	GO:0055114
PF02778	GO:0000213
PF02778	GO:0006388
PF02781	GO:0004345
PF02781	GO:0050661
PF02781	GO:0006006
PF02781	GO:0055114
PF02782	GO:0016773
PF02782	GO:0005975
PF02784	GO:0003824
PF02786	GO:0005524
PF02789	GO:0070006
PF02789	GO:0006508
PF02790	GO:0022900
PF02790	GO:0016021
PF02792	GO:0008380
PF02792	GO:0035145
PF02793	GO:0004930
PF02793	GO:0016020
PF02798	GO:0005515
PF02798	GO:0006749
PF02799	GO:0004379
PF02800	GO:0016620
PF02800	GO:0055114
PF02803	GO:0016747
PF02806	GO:0003824
PF02806	GO:0043169
PF02806	GO:0005975
PF02807	GO:0016301
PF02807	GO:0016772
PF02812	GO:0016491
PF02812	GO:0006520
PF02812	GO:0055114
PF02815	GO:0005789
PF02816	GO:0004674
PF02816	GO:0005524
PF02816	GO:0006468
PF02817	GO:0016746
PF02820	GO:0006355
PF02820	GO:0005634
PF02822	GO:0004867
PF02823	GO:0015986
PF02826	GO:0051287
PF02826	GO:0055114
PF02827	GO:0004862
PF02827	GO:0006469
PF02833	GO:0016462
PF02833	GO:0005737
PF02836	GO:0004553
PF02836	GO:0005975
PF02837	GO:0004553
PF02837	GO:0005975
PF02840	GO:0008380
PF02840	GO:0005681
PF02841	GO:0003924
PF02841	GO:0005525
PF02843	GO:0004637
PF02843	GO:0009113
PF02844	GO:0004637
PF02844	GO:0009113
PF02845	GO:0043130
PF02852	GO:0045454
PF02852	GO:0055114
PF02854	GO:0003723
PF02854	GO:0005515
PF02862	GO:0046872
PF02864	GO:0003677
PF02865	GO:0006355
PF02865	GO:0007165
PF02866	GO:0016616
PF02866	GO:0055114
PF02867	GO:0006260
PF02867	GO:0055114
PF02870	GO:0003908
PF02870	GO:0006281
PF02872	GO:0016787
PF02872	GO:0009166
PF02874	GO:0046034
PF02874	GO:1902600
PF02877	GO:0003950
PF02877	GO:0006471
PF02878	GO:0016868
PF02878	GO:0005975
PF02879	GO:0005975
PF02880	GO:0016868
PF02880	GO:0005975
PF02881	GO:0005525
PF02881	GO:0006614
PF02882	GO:0004488
PF02883	GO:0006886
PF02883	GO:0016192
PF02886	GO:0008289
PF02888	GO:0005516
PF02888	GO:0015269
PF02888	GO:0006813
PF02888	GO:0016021
PF02891	GO:0008270
PF02892	GO:0003677
PF02897	GO:0004252
PF02898	GO:0004517
PF02898	GO:0006809
PF02898	GO:0055114
PF02902	GO:0008234
PF02902	GO:0006508
PF02910	GO:0016491
PF02910	GO:0055114
PF02911	GO:0016742
PF02911	GO:0009058
PF02913	GO:0003824
PF02913	GO:0050660
PF02919	GO:0003677
PF02919	GO:0003917
PF02919	GO:0006265
PF02921	GO:0008121
PF02921	GO:0055114
PF02922	GO:0004553
PF02922	GO:0005975
PF02926	GO:0003723
PF02931	GO:0005230
PF02931	GO:0006811
PF02931	GO:0016021
PF02932	GO:0006811
PF02932	GO:0016021
PF02934	GO:0016874
PF02935	GO:0004129
PF02936	GO:0004129
PF02939	GO:0008121
PF02947	GO:0005125
PF02947	GO:0016020
PF02961	GO:0003677
PF02965	GO:0008705
PF02965	GO:0009086
PF02966	GO:0000398
PF02966	GO:0046540
PF02969	GO:0006352
PF02970	GO:0048487
PF02970	GO:0007021
PF02970	GO:0007023
PF02971	GO:0005542
PF02971	GO:0016740
PF02978	GO:0008312
PF02978	GO:0006614
PF02978	GO:0048500
PF02985	GO:0005515
PF02988	GO:0004859
PF02988	GO:0005576
PF02990	GO:0016021
PF03002	GO:0005179
PF03002	GO:0005576
PF03006	GO:0016021
PF03009	GO:0008081
PF03009	GO:0006629
PF03028	GO:0008569
PF03028	GO:0007018
PF03028	GO:0030286
PF03034	GO:0106245
PF03034	GO:0006659
PF03039	GO:0005143
PF03039	GO:0008083
PF03039	GO:0006955
PF03039	GO:0005576
PF03051	GO:0008234
PF03051	GO:0006508
PF03055	GO:0016702
PF03055	GO:0055114
PF03068	GO:0004668
PF03068	GO:0005509
PF03068	GO:0005737
PF03071	GO:0008375
PF03071	GO:0006486
PF03073	GO:0016021
PF03074	GO:0004357
PF03074	GO:0006750
PF03079	GO:0010309
PF03079	GO:0055114
PF03081	GO:0006887
PF03081	GO:0000145
PF03083	GO:0016021
PF03088	GO:0016844
PF03088	GO:0009058
PF03089	GO:0003677
PF03089	GO:0006310
PF03089	GO:0005634
PF03091	GO:0010038
PF03095	GO:0019211
PF03099	GO:0006464
PF03102	GO:0016051
PF03114	GO:0005515
PF03114	GO:0005737
PF03124	GO:0016021
PF03126	GO:0003677
PF03127	GO:0006886
PF03131	GO:0003677
PF03131	GO:0006355
PF03133	GO:0006464
PF03137	GO:0055085
PF03137	GO:0016020
PF03144	GO:0005525
PF03145	GO:0006511
PF03145	GO:0007275
PF03145	GO:0005737
PF03146	GO:0043236
PF03146	GO:0007213
PF03146	GO:0043113
PF03152	GO:0006511
PF03153	GO:0006367
PF03153	GO:0005672
PF03155	GO:0016758
PF03159	GO:0003676
PF03159	GO:0004527
PF03160	GO:0007154
PF03160	GO:0016021
PF03165	GO:0006355
PF03166	GO:0006355
PF03171	GO:0016491
PF03171	GO:0055114
PF03172	GO:0005634
PF03178	GO:0003676
PF03178	GO:0005634
PF03179	GO:0042626
PF03179	GO:1902600
PF03179	GO:0016471
PF03184	GO:0003676
PF03185	GO:0015269
PF03185	GO:0006813
PF03185	GO:0016020
PF03194	GO:0003729
PF03194	GO:0006376
PF03194	GO:0005685
PF03199	GO:0004363
PF03199	GO:0005524
PF03199	GO:0006750
PF03223	GO:0015078
PF03223	GO:1902600
PF03223	GO:0033180
PF03224	GO:0046961
PF03224	GO:1902600
PF03224	GO:0000221
PF03232	GO:0004497
PF03232	GO:0006744
PF03234	GO:0019901
PF03248	GO:0016021
PF03250	GO:0005523
PF03250	GO:0051694
PF03253	GO:0015204
PF03253	GO:0071918
PF03253	GO:0016021
PF03261	GO:0061575
PF03261	GO:0016533
PF03265	GO:0004531
PF03265	GO:0006259
PF03266	GO:0017111
PF03271	GO:0008017
PF03283	GO:0016787
PF03285	GO:0008360
PF03285	GO:0016020
PF03298	GO:0005179
PF03298	GO:0005576
PF03301	GO:0004833
PF03301	GO:0020037
PF03301	GO:0019441
PF03311	GO:0016192
PF03328	GO:0003824
PF03332	GO:0004615
PF03332	GO:0009298
PF03343	GO:0000398
PF03345	GO:0018279
PF03345	GO:0005789
PF03348	GO:0016020
PF03357	GO:0007034
PF03359	GO:0023052
PF03360	GO:0015018
PF03360	GO:0016020
PF03366	GO:0006355
PF03367	GO:0008270
PF03370	GO:0005515
PF03378	GO:0005515
PF03378	GO:0031267
PF03381	GO:0016020
PF03388	GO:0016020
PF03398	GO:0015031
PF03402	GO:0016503
PF03402	GO:0007186
PF03402	GO:0016021
PF03403	GO:0003847
PF03403	GO:0016042
PF03404	GO:0016491
PF03404	GO:0030151
PF03404	GO:0055114
PF03414	GO:0016758
PF03414	GO:0005975
PF03414	GO:0016020
PF03435	GO:0016491
PF03435	GO:0055114
PF03446	GO:0050661
PF03447	GO:0016491
PF03447	GO:0050661
PF03447	GO:0055114
PF03453	GO:0032324
PF03454	GO:0032324
PF03462	GO:0006415
PF03473	GO:0003824
PF03473	GO:0030151
PF03473	GO:0030170
PF03483	GO:0003723
PF03483	GO:0004826
PF03484	GO:0000287
PF03484	GO:0003723
PF03484	GO:0005524
PF03484	GO:0006432
PF03485	GO:0000166
PF03485	GO:0004814
PF03485	GO:0005524
PF03485	GO:0006420
PF03485	GO:0005737
PF03491	GO:0005335
PF03491	GO:0006836
PF03491	GO:0005887
PF03493	GO:0006813
PF03493	GO:0016020
PF03494	GO:0016021
PF03509	GO:0007154
PF03509	GO:0005922
PF03511	GO:0036297
PF03511	GO:0043240
PF03516	GO:0005198
PF03521	GO:0005249
PF03521	GO:0006813
PF03521	GO:0008076
PF03522	GO:0022857
PF03522	GO:0006811
PF03522	GO:0016020
PF03523	GO:0005044
PF03523	GO:0006898
PF03523	GO:0016020
PF03528	GO:0005096
PF03528	GO:0008083
PF03529	GO:0003700
PF03529	GO:0007275
PF03529	GO:0005634
PF03530	GO:0016286
PF03530	GO:0006813
PF03530	GO:0016021
PF03533	GO:0003677
PF03533	GO:0007131
PF03540	GO:0006352
PF03540	GO:0005634
PF03542	GO:0005096
PF03542	GO:0043547
PF03547	GO:0055085
PF03547	GO:0016021
PF03561	GO:0004037
PF03561	GO:0000256
PF03567	GO:0008146
PF03567	GO:0016021
PF03572	GO:0008236
PF03572	GO:0006508
PF03577	GO:0016805
PF03577	GO:0070004
PF03577	GO:0006508
PF03587	GO:0070037
PF03587	GO:0070475
PF03600	GO:0055085
PF03600	GO:0016021
PF03604	GO:0003677
PF03604	GO:0003899
PF03604	GO:0006351
PF03607	GO:0035556
PF03615	GO:0003677
PF03615	GO:0006355
PF03623	GO:0004713
PF03623	GO:0006468
PF03623	GO:0007172
PF03623	GO:0005925
PF03630	GO:0004594
PF03630	GO:0005524
PF03630	GO:0015937
PF03632	GO:0003824
PF03632	GO:0005975
PF03643	GO:0006886
PF03644	GO:0033925
PF03644	GO:0005737
PF03647	GO:0016020
PF03650	GO:0006850
PF03650	GO:0005743
PF03660	GO:0000398
PF03661	GO:0016021
