PFAM_ID	ID
PF00489	GO:0005138
PF00489	GO:0072540
PF00489	GO:0005615
PF00490	GO:0004655
PF00490	GO:0046872
PF00490	GO:0033014
PF00491	GO:0046872
PF00493	GO:0003677
PF00493	GO:0005524
PF00493	GO:0032508
PF00498	GO:0005515
PF00499	GO:0008137
PF00499	GO:0055114
PF00503	GO:0003924
PF00503	GO:0019001
PF00503	GO:0031683
PF00503	GO:0007186
PF00507	GO:0008137
PF00507	GO:0055114
PF00510	GO:0015002
PF00510	GO:0016020
PF00514	GO:0005515
PF00515	GO:0005515
PF00517	GO:0005198
PF00520	GO:0005216
PF00520	GO:0006811
PF00520	GO:0055085
PF00520	GO:0016020
PF00521	GO:0003677
PF00521	GO:0003918
PF00521	GO:0005524
PF00521	GO:0006265
PF00525	GO:0005212
PF00530	GO:0005044
PF00530	GO:0016020
PF00531	GO:0005515
PF00531	GO:0007165
PF00534	GO:0016757
PF00536	GO:0005515
PF00538	GO:0003677
PF00538	GO:0006334
PF00538	GO:0000786
PF00542	GO:0003735
PF00542	GO:0006412
PF00549	GO:0003824
PF00551	GO:0016742
PF00551	GO:0009058
PF00552	GO:0003676
PF00554	GO:0003677
PF00554	GO:0003700
PF00554	GO:0006355
PF00560	GO:0005515
PF00562	GO:0003677
PF00562	GO:0003899
PF00562	GO:0006351
PF00564	GO:0005515
PF00569	GO:0008270
PF00570	GO:0003676
PF00572	GO:0003735
PF00572	GO:0006412
PF00572	GO:0005840
PF00573	GO:0003735
PF00573	GO:0006412
PF00573	GO:0005840
PF00575	GO:0003676
PF00578	GO:0016209
PF00578	GO:0016491
PF00578	GO:0055114
PF00579	GO:0000166
PF00579	GO:0004812
PF00579	GO:0005524
PF00579	GO:0006418
PF00580	GO:0005524
PF00583	GO:0008080
PF00584	GO:0006605
PF00584	GO:0006886
PF00584	GO:0016020
PF00587	GO:0000166
PF00587	GO:0004812
PF00587	GO:0005524
PF00587	GO:0006418
PF00588	GO:0003723
PF00588	GO:0008173
PF00588	GO:0006396
PF00590	GO:0008168
PF00591	GO:0016757
PF00594	GO:0005509
PF00594	GO:0005576
PF00595	GO:0005515
PF00605	GO:0000976
PF00607	GO:0016032
PF00609	GO:0004143
PF00609	GO:0007205
PF00610	GO:0035556
PF00612	GO:0005515
PF00614	GO:0003824
PF00616	GO:0043087
PF00617	GO:0005085
PF00617	GO:0007264
PF00619	GO:0042981
PF00620	GO:0007165
PF00621	GO:0005085
PF00622	GO:0005515
PF00623	GO:0003677
PF00623	GO:0003899
PF00623	GO:0006351
PF00629	GO:0016020
PF00631	GO:0007186
PF00632	GO:0004842
PF00633	GO:0003677
PF00636	GO:0004525
PF00636	GO:0006396
PF00637	GO:0006886
PF00637	GO:0016192
PF00638	GO:0046907
PF00639	GO:0003755
PF00642	GO:0046872
PF00643	GO:0008270
PF00644	GO:0003950
PF00645	GO:0003677
PF00645	GO:0008270
PF00646	GO:0005515
PF00647	GO:0003746
PF00647	GO:0006414
PF00648	GO:0004198
PF00648	GO:0006508
PF00651	GO:0005515
PF00654	GO:0005247
PF00654	GO:0006821
PF00654	GO:0055085
PF00654	GO:0016020
PF00657	GO:0016788
PF00658	GO:0003723
PF00659	GO:0005515
PF00664	GO:0005524
PF00664	GO:0042626
PF00664	GO:0055085
PF00664	GO:0016021
PF00665	GO:0015074
PF00667	GO:0016491
PF00667	GO:0055114
PF00676	GO:0016624
PF00681	GO:0005856
PF00682	GO:0003824
PF00684	GO:0031072
PF00684	GO:0051082
PF00685	GO:0008146
PF00686	GO:2001070
PF00701	GO:0016829
PF00703	GO:0004553
PF00703	GO:0005975
PF00704	GO:0005975
PF00705	GO:0003677
PF00705	GO:0006275
PF00709	GO:0004019
PF00709	GO:0005525
PF00709	GO:0006164
PF00711	GO:0006952
PF00711	GO:0005576
PF00714	GO:0005133
PF00714	GO:0006955
PF00714	GO:0005576
PF00715	GO:0005134
PF00715	GO:0008083
PF00715	GO:0006955
PF00715	GO:0005576
PF00719	GO:0000287
PF00719	GO:0004427
PF00719	GO:0006796
PF00719	GO:0005737
PF00725	GO:0016491
PF00725	GO:0016616
PF00725	GO:0006631
PF00725	GO:0055114
PF00727	GO:0005136
PF00727	GO:0008083
PF00727	GO:0006955
PF00727	GO:0005576
PF00728	GO:0004553
PF00728	GO:0005975
PF00730	GO:0006284
PF00731	GO:0006189
PF00732	GO:0016614
PF00732	GO:0050660
PF00732	GO:0055114
PF00733	GO:0004066
PF00733	GO:0006529
PF00735	GO:0005525
PF00736	GO:0003746
PF00736	GO:0006414
PF00743	GO:0004499
PF00743	GO:0050660
PF00743	GO:0050661
PF00743	GO:0055114
PF00749	GO:0004812
PF00749	GO:0005524
PF00749	GO:0043039
PF00751	GO:0043565
PF00751	GO:0006355
PF00752	GO:0004518
PF00758	GO:0005179
PF00758	GO:0005576
PF00762	GO:0004325
PF00762	GO:0006783
PF00763	GO:0004488
PF00763	GO:0055114
PF00764	GO:0004055
PF00764	GO:0005524
PF00764	GO:0006526
PF00773	GO:0003723
PF00773	GO:0004540
PF00777	GO:0008373
PF00777	GO:0006486
PF00779	GO:0035556
PF00781	GO:0016301
PF00784	GO:0005856
PF00787	GO:0035091
PF00788	GO:0007165
PF00789	GO:0005515
PF00790	GO:0006886
PF00795	GO:0006807
PF00797	GO:0016407
PF00804	GO:0016020
PF00806	GO:0003723
PF00809	GO:0042558
PF00810	GO:0046923
PF00810	GO:0006621
PF00810	GO:0016021
PF00811	GO:0005509
PF00811	GO:0007160
PF00811	GO:0005576
PF00812	GO:0016020
PF00817	GO:0006281
PF00821	GO:0004611
PF00821	GO:0006094
PF00822	GO:0016021
PF00827	GO:0003735
PF00827	GO:0006412
PF00827	GO:0005840
PF00829	GO:0005840
PF00830	GO:0003735
PF00831	GO:0003735
PF00831	GO:0006412
PF00831	GO:0005840
PF00832	GO:0003735
PF00832	GO:0006412
PF00832	GO:0005840
PF00833	GO:0003735
PF00833	GO:0006412
PF00833	GO:0005840
PF00834	GO:0016857
PF00834	GO:0005975
PF00836	GO:0031110
PF00837	GO:0004800
PF00837	GO:0055114
PF00839	GO:0016020
PF00841	GO:0003677
PF00841	GO:0006323
PF00841	GO:0007286
PF00849	GO:0003723
PF00849	GO:0009982
PF00849	GO:0001522
PF00849	GO:0009451
PF00852	GO:0008417
PF00852	GO:0006486
PF00852	GO:0016020
PF00853	GO:0003677
PF00853	GO:0003700
PF00853	GO:0006355
PF00854	GO:0022857
PF00854	GO:0055085
PF00854	GO:0016020
PF00856	GO:0005515
PF00858	GO:0005272
PF00858	GO:0006814
PF00858	GO:0016020
PF00859	GO:0003700
PF00859	GO:0006355
PF00859	GO:0005634
PF00860	GO:0022857
PF00860	GO:0055085
PF00860	GO:0016020
PF00861	GO:0003735
PF00861	GO:0006412
PF00861	GO:0005840
PF00865	GO:0001503
PF00865	GO:0007155
PF00867	GO:0004518
PF00868	GO:0018149
PF00870	GO:0000976
PF00878	GO:0005537
PF00878	GO:0038023
PF00878	GO:0007041
PF00879	GO:0006952
PF00883	GO:0070006
PF00883	GO:0006508
PF00884	GO:0008484
PF00886	GO:0003735
PF00886	GO:0006412
PF00886	GO:0005840
PF00887	GO:0000062
PF00888	GO:0031625
PF00888	GO:0006511
PF00889	GO:0003746
PF00889	GO:0006414
PF00891	GO:0008171
PF00892	GO:0016020
PF00892	GO:0016021
PF00895	GO:0015078
PF00895	GO:0015986
PF00895	GO:0000276
PF00899	GO:0008641
PF00904	GO:0031424
PF00904	GO:0005737
PF00907	GO:0003700
PF00907	GO:0006355
PF00909	GO:0008519
PF00909	GO:0015696
PF00909	GO:0016020
PF00916	GO:0015116
PF00916	GO:0008272
PF00916	GO:0016021
PF00917	GO:0005515
PF00918	GO:0005179
PF00918	GO:0005576
PF00919	GO:0035596
PF00919	GO:0051539
PF00923	GO:0005975
PF00927	GO:0003810
PF00927	GO:0018149
PF00930	GO:0006508
PF00931	GO:0043531
PF00935	GO:0003735
PF00935	GO:0006412
PF00935	GO:0005840
PF00939	GO:0022857
PF00939	GO:0055085
PF00939	GO:0016020
PF00940	GO:0003677
PF00940	GO:0003899
PF00940	GO:0006351
PF00941	GO:0016491
PF00941	GO:0055114
PF00953	GO:0008963
PF00953	GO:0016021
PF00955	GO:0006820
PF00955	GO:0016021
PF00956	GO:0006334
PF00956	GO:0005634
PF00957	GO:0016192
PF00957	GO:0016021
PF00958	GO:0003922
PF00958	GO:0005524
PF00958	GO:0006164
PF00958	GO:0006177
PF00962	GO:0019239
PF00965	GO:0008191
PF00969	GO:0006955
PF00969	GO:0019882
PF00969	GO:0016020
PF00969	GO:0042613
PF00975	GO:0009058
PF00984	GO:0016616
PF00984	GO:0051287
PF00984	GO:0055114
PF00989	GO:0006355
PF00992	GO:0005861
PF00993	GO:0006955
PF00993	GO:0019882
PF00993	GO:0016020
PF00993	GO:0042613
PF00995	GO:0016192
PF00996	GO:0005092
PF00996	GO:0007264
PF00997	GO:0005576
PF00999	GO:0015299
PF00999	GO:0006812
PF00999	GO:0055085
PF00999	GO:0016021
PF01000	GO:0003899
PF01000	GO:0046983
PF01000	GO:0006351
PF01008	GO:0044237
PF01015	GO:0003735
PF01015	GO:0006412
PF01015	GO:0005840
PF01016	GO:0003735
PF01016	GO:0006412
PF01016	GO:0005840
PF01017	GO:0006355
PF01017	GO:0007165
PF01020	GO:0003735
PF01020	GO:0006412
PF01020	GO:0005840
PF01025	GO:0000774
PF01025	GO:0042803
PF01025	GO:0051087
PF01025	GO:0006457
PF01026	GO:0016788
PF01028	GO:0003677
PF01028	GO:0003917
PF01028	GO:0006265
PF01035	GO:0003824
PF01035	GO:0006281
PF01040	GO:0016765
PF01040	GO:0016021
PF01044	GO:0051015
PF01044	GO:0007155
PF01048	GO:0003824
PF01048	GO:0009116
PF01049	GO:0005509
PF01049	GO:0007156
PF01053	GO:0030170
PF01053	GO:0019346
PF01055	GO:0004553
PF01055	GO:0005975
PF01056	GO:0003700
PF01056	GO:0006355
PF01058	GO:0051536
PF01058	GO:0055114
PF01059	GO:0055114
PF01061	GO:0016020
PF01063	GO:0003824
PF01064	GO:0004675
PF01064	GO:0016020
PF01066	GO:0016780
PF01066	GO:0008654
PF01066	GO:0016020
PF01068	GO:0003910
PF01068	GO:0005524
PF01068	GO:0006281
PF01068	GO:0006310
PF01070	GO:0016491
PF01073	GO:0003854
PF01073	GO:0016616
PF01073	GO:0006694
PF01073	GO:0055114
PF01074	GO:0004559
PF01074	GO:0006013
PF01079	GO:0016540
PF01080	GO:0004190
PF01080	GO:0016485
PF01080	GO:0016021
PF01082	GO:0004497
PF01082	GO:0005507
PF01082	GO:0016715
PF01082	GO:0055114
PF01084	GO:0003735
PF01084	GO:0006412
PF01084	GO:0005840
PF01085	GO:0007267
PF01086	GO:0005198
PF01086	GO:0006886
PF01086	GO:0016192
PF01086	GO:0030130
PF01086	GO:0030132
PF01087	GO:0008108
PF01087	GO:0006012
PF01088	GO:0004843
PF01088	GO:0006511
PF01090	GO:0003735
PF01090	GO:0006412
PF01090	GO:0005840
PF01091	GO:0008083
PF01092	GO:0003735
PF01092	GO:0006412
PF01092	GO:0005840
PF01096	GO:0003676
PF01096	GO:0008270
PF01096	GO:0006351
PF01101	GO:0031492
PF01101	GO:0000785
PF01101	GO:0005634
PF01103	GO:0019867
PF01106	GO:0005506
PF01106	GO:0051536
PF01106	GO:0016226
PF01108	GO:0005515
PF01109	GO:0005129
PF01109	GO:0008083
PF01109	GO:0006955
PF01109	GO:0005576
PF01110	GO:0005127
PF01110	GO:0043524
PF01110	GO:0070120
PF01111	GO:0016538
PF01112	GO:0016787
PF01114	GO:0008047
PF01114	GO:0007586
PF01114	GO:0016042
PF01114	GO:0005576
PF01115	GO:0051016
PF01115	GO:0008290
PF01119	GO:0005524
PF01119	GO:0030983
PF01119	GO:0006298
PF01120	GO:0004560
PF01120	GO:0005975
PF01121	GO:0004140
PF01121	GO:0005524
PF01121	GO:0015937
PF01122	GO:0031419
PF01122	GO:0015889
PF01125	GO:0005634
PF01126	GO:0004392
PF01126	GO:0006788
PF01126	GO:0055114
PF01127	GO:0016627
PF01128	GO:0070567
PF01129	GO:0003956
PF01129	GO:0006471
PF01130	GO:0016020
PF01131	GO:0003677
PF01131	GO:0003916
PF01131	GO:0006265
PF01139	GO:0008452
PF01139	GO:0006396
PF01142	GO:0003723
PF01142	GO:0009982
PF01142	GO:0001522
PF01142	GO:0009451
PF01144	GO:0008410
PF01146	GO:0070836
PF01149	GO:0003906
PF01149	GO:0008270
PF01149	GO:0019104
PF01149	GO:0006284
PF01150	GO:0016787
PF01151	GO:0016021
PF01153	GO:0009966
PF01153	GO:0046658
PF01153	GO:0062023
PF01157	GO:0003735
PF01157	GO:0006412
PF01157	GO:0005840
PF01158	GO:0003735
PF01158	GO:0006412
PF01158	GO:0005840
PF01159	GO:0003735
PF01159	GO:0006412
PF01159	GO:0005840
PF01160	GO:0007218
PF01165	GO:0003735
PF01165	GO:0006412
PF01165	GO:0005840
PF01166	GO:0006357
PF01176	GO:0003723
PF01176	GO:0003743
PF01176	GO:0006413
PF01179	GO:0005507
PF01179	GO:0008131
PF01179	GO:0048038
PF01179	GO:0009308
PF01179	GO:0055114
PF01180	GO:0016627
PF01180	GO:0055114
PF01180	GO:0005737
PF01182	GO:0005975
PF01186	GO:0005507
PF01186	GO:0016641
PF01186	GO:0055114
PF01189	GO:0008168
PF01191	GO:0003677
PF01191	GO:0003899
PF01191	GO:0006351
PF01192	GO:0003677
PF01192	GO:0003899
PF01192	GO:0006351
PF01193	GO:0003899
PF01193	GO:0006351
PF01194	GO:0003677
PF01194	GO:0003899
PF01194	GO:0006351
PF01195	GO:0004045
PF01196	GO:0003735
PF01196	GO:0006412
PF01196	GO:0005840
PF01198	GO:0003735
PF01198	GO:0006412
PF01198	GO:0005840
PF01199	GO:0003735
PF01199	GO:0006412
PF01199	GO:0005840
PF01200	GO:0003735
PF01200	GO:0006412
PF01200	GO:0005840
PF01204	GO:0004555
PF01204	GO:0005991
PF01207	GO:0017150
PF01207	GO:0050660
PF01207	GO:0008033
PF01207	GO:0055114
PF01208	GO:0004853
PF01208	GO:0006779
PF01209	GO:0008168
PF01210	GO:0016616
PF01210	GO:0051287
PF01210	GO:0046168
PF01210	GO:0055114
PF01212	GO:0016829
PF01212	GO:0006520
PF01213	GO:0003779
PF01213	GO:0007010
PF01214	GO:0019887
PF01214	GO:0005956
PF01215	GO:0004129
PF01215	GO:0005740
PF01216	GO:0005509
PF01218	GO:0004109
PF01218	GO:0006779
PF01218	GO:0055114
PF01221	GO:0007017
PF01221	GO:0030286
PF01222	GO:0016628
PF01222	GO:0016126
PF01222	GO:0016020
PF01223	GO:0003676
PF01223	GO:0016787
PF01223	GO:0046872
PF01229	GO:0004553
PF01229	GO:0005975
PF01231	GO:0020037
PF01233	GO:0004379
PF01234	GO:0008168
PF01237	GO:0008289
PF01238	GO:0004476
PF01238	GO:0008270
