"mProtein","dProtein"
"Q9UJY4","P35219"
"O43186","P35219"
"P06430","P35219"
"P05919","Q9UKB1"
"P46531","P78527"
"Q6VGT1","P78527"
"P11308","P78527"
"Q13285","P78527"
"Q9Y4R8","P78527"
"P03428","Q92997"
"P05919","Q15185"
"P08238","Q15185"
"P04150","Q15185"
"Q6VAB6","Q15185"
"P03211","P55209"
"Q05127","P63167"
"Q9C019","Q9UJ41"
"Q53FD0","Q9UJ41"
"D3DUQ6","Q9UJ41"
"Q9BYV2","Q9UJ41"
"P31946","Q9UJ41"
"P03428","Q9UJ41"
"P00533","Q9UJ41"
"P10321","P52292"
"Q14974","P52292"
"E5LBT9","P52292"
"P07566","Q07021"
"O00429","P55884"
"Q9UBQ5","P55884"
"Q77M19","P55884"
"Q77Q82","Q09472"
"A0A142I5B9","O14735"
"P0DOE9","P31946"
"Q6VAB6","P31946"
"P30305","P31946"
"P03428","Q6P1W5"
"P68431","P13010"
"Q8AZK7","P13010"
"P19320","P13010"
"Q9UGI0","P13010"
"Q9NQB0","P13010"
"P05412","P13010"
"O15355","P13010"
"B2Y833","P13010"
"Q15599","Q99627"
"Q13098","Q99627"
"P51687","Q99627"
"Q7L5N1","Q99627"
"Q9UNS2","Q99627"
"P12520","Q99627"
"P0DTD3","P25205"
"O75164","P25205"
"P00533","P25205"
"Q9BTE3","P25205"
"Q5EP37","O00165"
"P27958","P62937"
"Q16849","P62937"
"Q7KZN9","P62937"
"O15232","P62937"
"O00267","P62937"
"P50804","Q14160"
"Q6DP93","O14908"
"P06400","P43686"
"P13569","P43686"
"P69901","P43686"
"Q9Y5K5","P43686"
"P62191","P43686"
"P09622","P43686"
"Q5S007","P43686"
"P36957","P43686"
"P90495","Q9BQE3"
"P06429","Q8N5A5"
"Q9UBB9","Q8N5A5"
"Q96BR9","Q8N5A5"
"Q92993","O00505"
"P03466","O00505"
"P03372","O00505"
"Q13330","O00505"
"P36508","O00505"
"P19447","O00505"
"P02792","O00505"
"O90156","Q8WUM4"
"P08559","Q8WUM4"
"P12931","Q8WUM4"
"P36957","Q8WUM4"
"P05919","P26038"
"P54274","P26038"
"P19320","P26038"
"C3W5S7","Q5JVF3"
"P03428","O14641"
"P03070","P52294"
"P02545","P52294"
"Q9Y2H1","P52294"
"Q15842","P50402"
"Q8AZJ3","P50402"
"Q5T686","P50402"
"Q13895","P50402"
"Q7KZN9","P50402"
"Q9BRJ2","P50402"
"P68431","P50402"
"O95402","Q9NPJ6"
"A0JLT2","Q9NPJ6"
"Q9BVG8","Q9NPJ6"
"Q969G3","Q9NPJ6"
"P0DOE9","Q9NPJ6"
"O56264","P06899"
"Q9H9F9","P06899"
"O15355","P06899"
"Q9WPI5","Q8N163"
"Q96L14","Q8N163"
"P33993","Q8N163"
"P03428","P50222"
"P50222","P50222"
"Q8N7M0","P50222"
"Q7Z3I7","P50222"
"P62136","P38398"
"Q12888","P38398"
"Q14676","P38398"
"Q96RL1","P38398"
"P03129","P38398"
"P40692","P38398"
"O14757","P38398"
"P78347","P38398"
"Q9BXW9","P38398"
"P63165","P38398"
"P62140","P38398"
"O15360","P38398"
"P51587","P38398"
"Q06609","P38398"
"O15350","Q00987"
"Q2HR73","Q00987"
"P05412","Q00987"
"P19338","Q00987"
"Q8N726","Q00987"
"Q15466","Q00987"
"P15059","P62807"
"Q12888","P62807"
"P05771","P62807"
"P31040","P62807"
"P09622","P62807"
"E5LBT9","P52294"
"P0DTC5","P05023"
"P08559","P05023"
"C5E526","P19367"
"Q14995","Q96LA8"
"P50749","Q96LA8"
"Q8NEC7","Q96LA8"
"F5HE15","Q96LA8"
"O15198","Q96LA8"
"Q9UGK8","Q96LA8"
"P0DTD3","O95347"
"Q15003","O95347"
"Q5S007","O95347"
"Q9NTJ3","O95347"
"P27228","Q12959"
"P06423","Q15365"
"Q13153","Q15365"
"B2Y833","Q15365"
"Q96EK4","Q15365"
"Q13351","Q15365"
"O00425","Q15365"
"P05412","Q9Y3I0"
"P03496","Q9Y3I0"
"Q99714","Q9Y3I0"
"P35637","Q9Y3I0"
"P46108","Q9Y3I0"
"Q5S007","Q9Y3I0"
"Q92499","Q9Y3I0"
"P03372","Q9Y3I0"
"O15530","P11021"
"P12792","P11021"
"Q8N0X7","P11021"
"P49407","P11021"
"P29991","O14763"
"P50591","O14763"
"Q96MV8","O14763"
"O14763","O14763"
"Q13158","O14763"
"P03220","P49792"
"Q5S007","P49792"
"Q53GG5","P49792"
"Q6DP93","Q14160"
"Q96BD5","P37198"
"E5LBS6","P37198"
"Q8NCX0","P37198"
"O14964","P37198"
"Q7Z3B3","P37198"
"Q8TBB1","P37198"
"Q99AU3","Q99729"
"Q6NYC1","Q86X55"
"Q9Y6Q9","Q86X55"
"Q5S007","Q86X55"
"Q92922","Q86X55"
"P17676","Q86X55"
"I6T1Z2","Q86X55"
"D1LN35","Q99729"
"P03179","P40227"
"P15531","P40227"
"I6T1Z2","O00459"
"P20749","P06239"
"Q9WMX2","P06239"
"P10721","P06239"
"O60496","P06239"
"P15924","P06239"
"P11021","P06239"
"P0C222","Q14160"
"Q77M19","P50402"
"Q6NX45","P50402"
"Q2PJP0","Q14160"
"P10398","P14618"
"P42858","P14618"
"Q9UBX2","P14618"
"Q01968","P14618"
"P04020","P14618"
"P13285","P25787"
"P28070","P25787"
"Q6VN20","P25787"
"D4N3L3","Q12959"
"P03508","Q96CN9"
"Q6PIW4","Q96CN9"
"Q8NHQ1","Q96CN9"
"Q5TAP6","Q96CN9"
"Q6NYC8","Q96CN9"
"Q9NPJ6","Q96CN9"
"Q6P1W5","Q96CN9"
"Q9UBB9","Q96CN9"
"P15407","Q96CN9"
"Q9P286","Q96CN9"
"O60341","Q96CN9"
"P08151","Q96CN9"
"Q86VQ0","Q96CN9"
"Q96EZ8","Q96CN9"
"Q8TF47","Q96CN9"
"Q9Y2J4","Q96CN9"
"P33176","Q96CN9"
"P98170","Q96CN9"
"Q08379","Q96CN9"
"Q2KHM9","Q96CN9"
"Q9BW62","Q96CN9"
"Q86XR8","Q96CN9"
"Q9NYB9","Q96CN9"
"Q15742","Q96CN9"
"Q9NVF7","Q96CN9"
"Q86XR8-3","Q96CN9"
"P06790","Q09472"
"P27695","Q09472"
"Q1K9H5","P12004"
"Q8AZK7","Q9UQ35"
"Q9NWT6","Q9UQ35"
"P26045","Q9UQ35"
"Q6DP93","O75348"
"A6NEM1","O75348"
"Q8IVT5","O75348"
"Q9H8Y8","O75348"
"P03177","O60831"
"Q6NUS6","O60831"
"P03255","Q92831"
"P22415","Q92831"
"Q09472","Q92831"
"Q99IB8","Q04837"
"Q99497","Q04837"
"Q9Y3B7","Q04837"
"P36780","O14735"
"A0A142I5B9","P05023"
"Q6NUS6","P05023"
"Q6SW29","O00505"
"Q8TBE0","O00505"
"Q53F19","O00505"
"C5E526","Q14697"
"O15027","O95831"
"Q92667","O95831"
"P83111","O95831"
"Q6DKK2","O95831"
"Q2MG95","O95831"
"Q9H078","O95831"
"P13073","O95831"
"O75821","O95831"
"P51970","O95831"
"Q16891","O95831"
"Q13322","O95831"
"Q6UB35","O95831"
"Q13153","O95831"
"P04578","P26196"
"Q13123","P26196"
"Q9NRA8","P26196"
"Q92841","P26196"
"P41219","P26196"
"P06827","O00505"
"Q9H2K0","O14735"
"P06422","O14735"
"O60669","O14735"
"Q9Y680","O14735"
"P19320","Q96QK1"
"P32121","Q96QK1"
"Q5S007","Q96QK1"
"O75436","Q96QK1"
"P27958","Q96QK1"
"Q92609","Q96QK1"
"O43815","P50991"
"P15531","P50991"
"Q13033","P50991"
"Q00335","P50991"
"Q13547","P50991"
"P52333","P50991"
"P13569","P50991"
"P04578","Q9Y5L4"
"Q15334","Q9Y5L4"
"Q8IVT5","Q9Y5L4"
"Q12824","Q9Y5L4"
"P50804","Q12959"
"P03410","Q53HC0"
"Q9UPV0","Q53HC0"
"Q8TAP6","Q53HC0"
"Q8AZK7","Q00610"
"Q8TES7","Q00610"
"Q9UBX2","Q00610"
"P10242","Q00610"
"Q1K9H5","O15371"
"P09613","O14980"
"Q09161","O14980"
"Q08211","O14980"
"P13569","O14980"
"P05412","O14980"
"Q15910","O14980"
"P06428","Q9NQL9"
"Q9NQL9","Q9NQL9"
"Q9BVN2","Q9NQL9"
"P08048","Q9NQL9"
"Q8IWV7","Q96CS3"
"Q5T4S7","Q96CS3"
"P0DTC5","Q96CS3"
"Q92890","Q96CS3"
"P55072","Q96CS3"
"Q9Y263","Q96CS3"
"Q13617","Q96CS3"
"P13569","Q96CS3"
"Q13616","Q96CS3"
"Q6P597","Q5VU43"
"Q14D33","Q5VU43"
"Q8WWY3","Q5VU43"
"P03225","Q5VU43"
"Q08E77","Q5VU43"
"Q9H9D4","Q5VU43"
"Q08AF8","Q5VU43"
"Q8WTP8","Q5VU43"
"Q9BWG6","Q5VU43"
"P03129","P67775"
"Q13136","P67775"
"Q14919","Q9NRD5"
"Q15014","Q9NRD5"
"Q96H86","Q9NRD5"
"Q13330","Q9NRD5"
"Q96CD0","Q9NRD5"
"P38432","Q9NRD5"
"Q9UBB9","Q9NRD5"
"Q3SY00","Q9NRD5"
"P28702","Q9NRD5"
"Q86UD4","Q9NRD5"
"O00488","Q9NRD5"
"P08579","Q9NRD5"
"P09661","Q9NRD5"
"Q5JST6","Q9NRD5"
"Q6NX45","Q9NRD5"
"Q3KSS4","Q9NRD5"
"Q9BUL9","Q9NRD5"
"P26367","Q9NRD5"
"Q9NRR5","Q9NRD5"
"Q8NHY3","Q9NRD5"
"P48775","Q9NRD5"
"P48443","Q9NRD5"
"Q96IQ9","Q9NRD5"
"O96006","Q9NRD5"
"A8MXD5","Q9NRD5"
"Q7L5A3","Q9NRD5"
"Q9BYV2","Q9NRD5"
"Q96T60","Q9NRD5"
"Q8N554","Q9NRD5"
"Q8NEC5","Q9NR12"
"Q96HC4","Q9NR12"
"Q9H9H4","Q9NR12"
"O75031","Q9NR12"
"P03182","Q9NR12"
"Q3SY00","Q9NR12"
"Q8NEG0","Q9NR12"
"P12814","Q9NR12"
"Q99816","Q9NR12"
"O43559","Q9NR12"
"P27482","Q9NR12"
"Q9UK41","Q9NR12"
"Q9Y242","Q9NR12"
"Q9BWG6","Q9NR12"
"Q9C0C9","Q9NR12"
"Q9BUL9","Q9NR12"
"P26196","Q9NR12"
"P13569","Q9NR12"
"Q9UBY9","Q9NR12"
"O00308","Q9NR12"
"O43707","Q9NR12"
"Q8ND83","Q9NR12"
"Q9HBI0","Q9NR12"
"P55040","Q9NR12"
"Q8NFP7","Q9NR12"
"Q99IB8","O14763"
"P03122","Q09472"
"P24941","Q09472"
"P06428","P31947"
"Q9UQC2","P31947"
"P10398","P31947"
"P03070","P01106"
"P03496","O00459"
"Q99IB8","P37173"
"Q93074","P37173"
"Q9BYF1","P37173"
"O92597","Q8TBK6"
"Q6NZI2","Q8TBK6"
"O75553","Q8TBK6"
"Q86Y13","Q8TBK6"
"Q9H190","Q8TBK6"
"O95848","Q8TBK6"
"Q9UGU5","Q8TBK6"
"F5HC81","P42771"
"Q14566","P42771"
"Q8IVT5","P42771"
"P04014","O75928"
"Q8IVL1","O75928"
"Q96T51","O75928"
"P06430","Q8TAU3"
"Q96S65","Q8TAU3"
"Q7Z3I7","Q8TAU3"
"Q96EL1","Q8TAU3"
"O43815","P30153"
"P31040","P30153"
"Q5VT06","P30153"
"P09622","P30153"
"P04637","P30153"
"P69284","P30153"
"Q8N157","P30153"
"Q6NZY4","P30153"
"P12277","P30153"
"Q5THK1","P30153"
"Q06190","P30153"
"P07900","P30153"
"Q14738","P30153"
"Q13033","P30153"
"Q9NVK5","P30153"
"Q4G163","P30153"
"Q00987","P06748"
"Q8IZL8","P06748"
"P49450","P06748"
"B1Q2W9","P06748"
"O14746","P06748"
"Q86VM9","P06748"
"Q14686","P06748"
"P62753","P06748"
"Q9H4L4","P06748"
"Q14684","P06748"
"P60228","P06748"
"P00533","P06748"
"Q9UQ80","P06748"
"Q96BK5","P06748"
"Q8AZK7","P62277"
"Q92731","P62277"
"P13569","P62277"
"Q9UBX2","P62277"
"P09992","P48643"
"P04637","P48643"
"P04578","Q9Y4L1"
"Q8TES7","Q9Y4L1"
"P36957","Q9Y4L1"
"P0DTD1","P40227"
"Q77UU1","Q7Z6Z7"
"P04637","Q7Z6Z7"
"P20393","Q7Z6Z7"
"P50804","Q96RT1"
"C5E524","Q9Y3I0"
"Q71U36","Q14974"
"P03427","Q14974"
"P00533","Q14974"
"P31345","O60684"
"Q9H7H0","Q13137"
"Q12774","Q13137"
"Q9H0I2","Q13137"
"Q3SY00","Q13137"
"Q8WUI4","Q13137"
"Q99IB8","Q13137"
"O75716","Q13137"
"P26640","Q13137"
"Q8TBE0","Q13137"
"O43602","Q13137"
"O75604","Q13137"
"Q9Y3M9","Q13137"
"Q7Z3B3","Q13137"
"P09067","Q13137"
"P47897","Q13137"
"Q9BWG6","Q13137"
"Q5JR59","P27694"
"B2BUF1","P27694"
"P54132","P27694"
"P19320","P27694"
"Q8TDG4","P27694"
"P17066","P27694"
"P15927","P27694"
"Q9NTX7","P27694"
"Q9UDY8","P0CG48"
"Q9BSL1","P0CG48"
"P05888","P0CG48"
"Q9NRQ2","P0CG48"
"Q9UNA4","P0CG48"
"Q9ULH1","P0CG48"
"P31749","P0CG48"
"P0DTC5","Q00765"
"P53365","Q00765"
"Q96AL5","Q00765"
"Q86UW9","Q8TBB1"
"Q6NT76","Q8TBB1"
"Q96PV4","Q8TBB1"
"Q9Y230","Q8TBB1"
"P49761","Q8TBB1"
"Q14011","Q8TBB1"
"O95544","Q8TBB1"
"Q8IYT4","Q8TBB1"
"P84103","Q8TBB1"
"P0DJD3","Q8TBB1"
"Q9P286","Q8TBB1"
"Q49AR9","Q8TBB1"
"Q7L775","Q8TBB1"
"Q5T481","Q8TBB1"
"Q8WW24","Q8TBB1"
"Q92530","Q8TBB1"
"O60682","Q8TBB1"
"P53365","Q8TBB1"
"Q96F86","Q8TBB1"
"P35638","Q8TBB1"
"O43679","Q8TBB1"
"Q07955","Q8TBB1"
"Q5T749","Q8TBB1"
"Q8WYJ6","Q8TBB1"
"Q92997","Q8TBB1"
"Q15415","Q8TBB1"
"Q9P127","Q8TBB1"
"P03211","Q8TBB1"
"Q9HB19","Q8TBB1"
"P78424","Q8TBB1"
"P38159","Q8TBB1"
"O43707","Q8TBB1"
"O95967","Q8TBB1"
"Q8NBZ0","Q8TBB1"
"Q86YD7","Q8TBB1"
"Q08043","Q8TBB1"
"Q96GS4","Q8TBB1"
"O14561","Q8TBB1"
"Q9NWX6","Q8TBB1"
"Q9UL40","Q8TBB1"
"Q96ES7","Q8TBB1"
"P50458","Q8TBB1"
"Q14919","Q8TBB1"
"P12814","Q8TBB1"
"P04271","Q8TBB1"
"Q99816","Q8TBB1"
"Q17RB8","Q8TBB1"
"Q8N5M1","Q8TBB1"
"Q8IZU0","Q8TBB1"
"Q9NPD3","Q8TBB1"
"Q05D60","Q8TBB1"
"P0DPK4","Q8TBB1"
"P09012","Q8TBB1"
"Q9Y250","Q8TBB1"
"Q5JTD7","Q8TBB1"
"Q9BSH4","Q8TBB1"
"Q9NP66","Q8TBB1"
"Q96QR8","Q8TBB1"
"O15409","Q8TBB1"
"P31943","Q8TBB1"
"Q7Z3S9","Q8TBB1"
"P41219","Q8TBB1"
"Q8NCY6","Q8TBB1"
"Q9UKT9","Q8TBB1"
"Q7Z6G3","Q8TBB1"
"Q96KQ4","Q8TBB1"
"O95751","Q8TBB1"
"Q9BZR9","Q8TBB1"
"O75553","Q8TBB1"
"P47897","Q8TBB1"
"A1L4K1","Q8TBB1"
"O95273","Q8TBB1"
"P83916","Q8TBB1"
"O75496","Q8TBB1"
"Q53GL6","Q8TBB1"
"Q8NC69","Q8TBB1"
"Q68J44","Q8TBB1"
"Q9NP86","Q8TBB1"
"Q9BWG6","Q8TBB1"
"Q96PC2","Q8TBB1"
"P49327","Q8TBB1"
"P06428","P25205"
"P31040","P25205"
"P33993","P25205"
"P04299","Q14160"
"Q86X19","Q14160"
"Q5TF39","O43169"
"O95279","O43169"
"Q86VR2","O43169"
"Q9H6H4","O43169"
"Q96KR7","O43169"
"Q9HCC0","O43169"
"Q9NUM3","O43169"
"P0DTD1","O43169"
"Q8TDT2","O43169"
"A2A2Y4","O43169"
"Q15125","O43169"
"P10225","P07437"
"Q13153","P07437"
"Q2MG95","Q96IX5"
"O75208","Q96IX5"
"P03372","Q96IX5"
"P04637","Q13263"
"O75376","Q13263"
"P43357","Q13263"
"Q12873","Q13263"
"Q99714","Q13263"
"P0DOE9","Q13263"
"Q14684","Q13263"
"Q15007","Q13263"
"P19320","Q13263"
"Q86U44","Q13263"
"Q13185","Q13263"
"Q5T7N2","Q13263"
"P51687","Q15293"
"O43765","Q15293"
"P88970","Q15293"
"Q8N5M1","Q15293"
"Q969Y2","Q15293"
"P54253","Q15293"
"Q9BQ89","Q15293"
"P36778","Q9H5V8"
"P12931","Q9H5V8"
"P13569","Q9H5V8"
"Q67296","Q8NHQ1"
"Q1K9H5","P19367"
"O00506","P67775"
"Q9WMB5","P67775"
"Q13362","P67775"
"Q9Y3A3","P67775"
"O15169","P67775"
"Q9Y6K9","P67775"
"Q9WPI5","Q5JVF3"
"P60896","Q5JVF3"
"P06921","P20226"
"Q53T94","P20226"
"Q15542","P20226"
"P21675","P20226"
"P20265","P20226"
"Q8N1B4","Q9Y4K3"
"P12792","Q9Y4K3"
"Q9UNA4","Q9Y4K3"
"Q9NYJ8","Q9Y4K3"
"Q9UKE5","Q9Y4K3"
"Q69117","Q9Y6N5"
"Q96FF9","Q14683"
"Q9UQE7","Q14683"
"Q5FBB7","Q14683"
"Q99IB8","Q14683"
"Q7Z5K2","Q14683"
"Q14566","Q14683"
"Q9Y2H1","Q14683"
"Q12952","Q14683"
"Q5S007","Q14683"
"P27958","Q08426"
"P17661","Q08426"
"P36941","Q08426"
"Q9BTD3","Q08426"
"Q9BZL4","Q08426"
"P35520","Q08426"
"Q96PV4","Q08426"
"Q96RE7","Q08426"
"P06427","Q14160"
"P15311","Q14160"
"O00429","Q14160"
"Q96DL1","Q14160"
"Q01220","P05141"
"P36957","P05141"
"Q9NX40","P05141"
"Q99728","Q9Y2T1"
"Q2TBE0","Q9Y2T1"
"Q9BXS5","Q9Y2T1"
"P03495","Q9Y2T1"
"P53350","Q9Y2T1"
"Q14241","Q9Y2T1"
"Q3B820","Q9Y2T1"
"A2BDD9","Q9Y2T1"
"Q13895","Q9Y2T1"
"P36957","P62191"
"Q8TBB1","P62191"
"Q3KNR5","P62191"
"P00441","P62191"
"P05412","P62191"
"P0DTC5","P62191"
"Q96BR9","P62191"
"P03372","P62191"
"P13569","P62191"
"P16717","Q12959"
"Q12809","Q03135"
"P06460","Q03135"
"P55072","Q03135"
"Q16881","Q03135"
"P22307","Q03135"
"P10586","Q03135"
"P06464","Q9C0F1"
"P68466","P11021"
"O94905","P11021"
"Q00005","P11021"
"O75420","Q9BSW2"
"P03410","Q9BSW2"
"Q5T3J3","Q9BSW2"
"O60504","Q9BSW2"
"O75604","Q9BSW2"
"Q15323","Q9BSW2"
"P03427","Q96EY1"
"O60341","Q96EY1"
"Q9WMX2","Q9NVV9"
"Q96HA8","Q9NVV9"
"Q86V42","Q9NVV9"
"O95391","Q9NVV9"
"Q9H9D4","Q9NVV9"
"Q8TBB1","Q9NVV9"
"Q63ZY3","Q9NVV9"
"Q03252","Q9NVV9"
"P0C213","Q14160"
"P50479","O00560"
"O43586","O00560"
"P49761","O00560"
"Q9UIL8","O00560"
"Q8WUM4","O00560"
"Q9UFW8","O00560"
"Q8IXK0","O00560"
"O43186","O00560"
"O43679","O00560"
"Q5GJ75","O00560"
"Q6AI12","O00560"
"P52435","O00560"
"Q8IZU1","O00560"
"Q6VGT1","O00560"
"D2XQB9","Q04721"
"O43493","Q04721"
"Q86X19","Q04721"
"P03466","P27635"
"P13569","P27635"
"P29350","P27635"
"Q5SWW7","Q0VD86"
"Q9H2X0","Q0VD86"
"Q9P209","Q0VD86"
"P17931","Q0VD86"
"Q99447","Q0VD86"
"Q53HC5","Q0VD86"
"Q9Y4E8","Q0VD86"
"P13807","Q0VD86"
"O43189","Q0VD86"
"Q9H4E7","Q0VD86"
"Q01664","Q0VD86"
"Q8TF42","Q0VD86"
"Q8N5M1","Q0VD86"
"Q99706","Q0VD86"
"Q9UJX2","Q0VD86"
"Q9UBV8","Q0VD86"
"Q969Y2","Q0VD86"
"O14893","Q0VD86"
"P57055","Q0VD86"
"P33240","Q0VD86"
"O95817","Q0VD86"
"Q15654","Q0VD86"
"Q9BWG6","Q0VD86"
"Q10570","Q0VD86"
"P49639","Q0VD86"
"Q9Y6H1","Q0VD86"
"Q969S2","Q0VD86"
"Q92734","Q0VD86"
"P27658","Q0VD86"
"Q9BZE9","Q0VD86"
"Q9NQL9","Q0VD86"
"Q00013","Q0VD86"
"Q5T7W7","Q0VD86"
"Q96MA1","Q0VD86"
"Q12905","Q0VD86"
"Q9Y4F3","Q0VD86"
"Q9H4Y5","Q0VD86"
"Q96PV6","Q0VD86"
"P52597","Q0VD86"
"Q8TCJ2","Q0VD86"
"O43559","Q0VD86"
"Q96HD9","Q0VD86"
"Q6VGT1","Q0VD86"
"A8MQ03","Q0VD86"
"O14972","Q0VD86"
"Q6P9E2","Q0VD86"
"Q8NI38","Q0VD86"
"Q9NSC5","Q0VD86"
"P17020","Q0VD86"
"O43609","Q0VD86"
"Q9NRY6","Q0VD86"
"O15232","Q0VD86"
"Q77M19","P63244"
"Q0P631","P63244"
"Q86UU5","P63244"
"Q8IVT5","P63244"
"Q2TAL8","Q9UHX1"
"Q96I34","Q9UHX1"
"P54727","Q9UHX1"
"Q9UHR5","Q9UHX1"
"Q9H204","Q9UHX1"
"P0DTD1","Q9UHX1"
"Q05519","Q9UHX1"
"O14965","P06748"
"Q9UBX2","P06748"
"Q71RC2","P06748"
"P04487","P06748"
"P03070","Q9UKB1"
"P27962","Q12959"
"P17386","Q12959"
"P62191","Q9UNM6"
"P19320","Q9UNM6"
"Q9Y5K5","Q9UNM6"
"Q16186","Q9UNM6"
"P06463","Q9UNM6"
"Q9Y4K3","Q9UNM6"
"O00487","Q9UNM6"
"Q6DP94","O95229"
"O56264","Q99729"
"Q9DGW5","O14867"
"Q9Y5Q3","O14867"
"O15525","O14867"
"O95758","O14867"
"F5HFG5","Q9UBB4"
"Q5S007","Q9UBB4"
"P09622","Q9UBB4"
"P06463","Q14160"
"Q8AZK7","P62269"
"P06790","Q14790"
"Q9UDY8","Q14790"
"Q9ULZ3","Q14790"
"Q9BTT4","P24928"
"P24928","P24928"
"Q7Z333","P24928"
"Q5EP37","P24928"
"Q9NQG5","P24928"
"P03372","P24928"
"Q8N163","P24928"
"Q9H7E2","P24928"
"Q3SBS5","O95229"
"P06422","Q09472"
"P06790","Q9Y570"
"Q66LE6","Q9Y570"
"Q5S007","Q9Y570"
"Q9UKV8","O60716"
"Q5S007","O60716"
"P0CK56","O60716"
"Q12913","O60716"
"Q71U36","O60716"
"Q6IQ23","O60716"
"P03410","Q9Y2D8"
"O95125","Q9Y2D8"
"O94972","Q9Y2D8"
"Q6P2H3","Q9Y2D8"
"Q9UPQ9","Q9Y2D8"
"Q3B820","Q9Y2D8"
"Q00335","P40227"
"P52333","P40227"
"Q13547","P40227"
"P19712","P52292"
"P19320","P52292"
"P03495","P43365"
"Q96GD3","P43365"
"P78424","P43365"
"Q6P444","P43365"
"Q86YD7","Q99471"
"Q0VD86","Q99471"
"P61758","Q99471"
"Q3KP44","Q99471"
"O43189","Q99471"
"Q9DUN1","Q99471"
"Q8ND83","Q99471"
"Q92844","Q99471"
"Q9H0W8","Q99471"
"Q9H2A3","Q99471"
"O95872","Q99471"
"O14503","Q99471"
"Q8IYX7","Q99471"
"P61289","Q99471"
"Q9BVN2","Q99471"
"Q5T681","Q99471"
"Q2WGJ6","Q99471"
"Q7L4I2","Q99471"
"G3V1X1","Q8NHQ1"
"Q96GY3","Q8NHQ1"
"Q9ULD5","Q8NHQ1"
"Q13136","Q8NHQ1"
"Q9Y5A6","Q8NHQ1"
"Q9UJV9","Q8NHQ1"
"Q5PSV4","Q8NHQ1"
"Q16543","Q8NHQ1"
"Q96MY7","Q8NHQ1"
"O76041","Q8NHQ1"
"Q9P291","Q8NHQ1"
"Q969G3","Q8NHQ1"
"Q9UER7","Q8NHQ1"
"Q13123","Q8NHQ1"
"O00506","Q8NHQ1"
"Q8N5A5","Q8NHQ1"
"Q5TAP6","Q8NHQ1"
"Q9H5J8","Q8NHQ1"
"Q96PV6","Q8NHQ1"
"Q13573","Q8NHQ1"
"Q9BW85","Q8NHQ1"
"O43309","Q8NHQ1"
"Q14241","Q8NHQ1"
"Q96EZ8","Q8NHQ1"
"Q96NG3","Q8NHQ1"
"Q9UIG4","Q8NHQ1"
"Q6ZRS2-3","Q8NHQ1"
"A6NK89","Q8NHQ1"
"Q8NHQ1","Q8NHQ1"
"Q9BU76","Q8NHQ1"
"Q2TBE0","Q8NHQ1"
"P03431","Q8NHQ1"
"Q6P1J9","Q8NHQ1"
"Q68CQ4","Q8NHQ1"
"Q96GN5","Q8NHQ1"
"O43395","Q8NHQ1"
"P55081","Q8NHQ1"
"P49910","Q8NHQ1"
"A0AVN2","Q8NHQ1"
"Q13895","Q8NHQ1"
"Q6NYC8","Q8NHQ1"
"Q86VK4","Q8NHQ1"
"P13682","Q8NHQ1"
"Q9H7H0","Q8NHQ1"
"Q9NU19","Q8NHQ1"
"P48047","Q8NHQ1"
"P50402","Q8NHQ1"
"Q96BV0","Q8NHQ1"
"Q9BWG6","Q8NHQ1"
"Q9BXS6","Q8NHQ1"
"Q7Z3I7","Q8NHQ1"
"Q8TBB1","Q8NHQ1"
"O43167","Q8NHQ1"
"Q7L5A3","Q8NHQ1"
"Q86XK3","Q8NHQ1"
"Q96CN9","Q8NHQ1"
"Q969G5","Q8NHQ1"
"Q8NE31","Q8NHQ1"
"Q63ZY3","Q8NHQ1"
"P98175","Q8NHQ1"
"Q9H8E8","Q8NHQ1"
"P09067","Q8NHQ1"
"Q5QJE6","Q8NHQ1"
"Q9UGY1","Q8NHQ1"
"Q6ZVT0","Q8NHQ1"
"P03246","O15173"
"Q8TDV0","O15173"
"P27824","O15173"
"P19404","O00483"
"P0CK49","O00483"
"Q9BRT2","O00483"
"P51970","O00483"
"Q9H4A6","O00483"
"P49327","O00483"
"Q99623","O00483"
"Q15070","O00483"
"Q9NPL8","O00483"
"Q9NPJ3","O00483"
"Q969Z0","O00483"
"P13073","O00483"
"P10398","Q99832"
"O75381","Q99832"
"Q9NXB0","Q99832"
"P09992","Q99832"
"P78318","Q99832"
"Q15256","Q99832"
"P23258","Q99832"
"O60232","Q99832"
"P13569","Q99832"
"Q13033","Q99832"
"O43815","Q99832"
"Q9H6K4","Q99832"
"O00429","Q99832"
"P36957","Q99832"
"P15531","Q99832"
"P05412","Q99832"
"P31040","Q99832"
"Q3KSQ2","Q96D09"
"Q8IYR0","Q96D09"
"Q8TCX5","Q96D09"
"Q8WWB5","Q96D09"
"P14075","Q9Y3Q8"
"Q9BRR9","Q9Y3Q8"
"O43167","Q9Y3Q8"
"Q96GX9","Q9Y3Q8"
"Q9HC52","Q9Y3Q8"
"Q77UU1","Q86VP1"
"Q8TBB1","Q86VP1"
"Q92567","Q86VP1"
"Q09472","P55209"
"Q05513","P55209"
"Q14203","P55209"
"Q8NHY3","P55209"
"P04296","P55209"
"Q6ZVT0","P55209"
"P03230","Q13114"
"Q9UKD1","Q13114"
"Q52MB2","Q13114"
"P03410","Q6P1W5"
"O43482","Q6P1W5"
"P12814","Q8NC69"
"Q8TBB1","Q8NC69"
