"mProtein","dProtein"
"O14744","Q86U06"
"P31323","Q5VU43"
"Q9WMX2","Q5VU43"
"Q0D2H9","Q5VU43"
"Q5JR59","Q5VU43"
"Q9H788","Q5VU43"
"Q13895","Q5VU43"
"O43189","Q9UBB9"
"Q13064","Q9UBB9"
"Q13671","Q9UBB9"
"P03346","Q9UBB9"
"Q9Y3C0","Q9UBB9"
"Q14687","Q9UBB9"
"Q8NA92","Q9UBB9"
"Q8NHY3","Q9UBB9"
"Q86YD7","Q9UBB9"
"Q6NYC8","Q9UBB9"
"O60341","Q9UBB9"
"Q96GE4","Q9UBB9"
"Q9BWG6","Q9UBB9"
"Q9P2K3","Q9UBB9"
"Q7Z3B3","Q9UBB9"
"P30281","Q9UBB9"
"Q969G5","Q9UBB9"
"A0A024R4Q5","Q9UBB9"
"Q9ULD5","Q9UBB9"
"Q9BT49","Q9UBB9"
"Q63ZY3","Q9UBB9"
"Q9UER7","Q9UBB9"
"Q96HB5","Q9UBB9"
"Q9H9E1","P56524"
"P10275","P56524"
"P06428","P56524"
"P41182","P56524"
"P15336","P56524"
"P31947","P56524"
"O75376","P56524"
"Q5JR59","P56524"
"P63279","P56524"
"O95967","P56524"
"P0C6X7","O60573"
"P15884","O60573"
"Q8NA61","O60573"
"Q9NRA8","O60573"
"P04487","Q9BQE3"
"P19419","Q9BQE3"
"P56945","Q9BQE3"
"P03372","Q9BQE3"
"Q15561","Q13077"
"Q494U1","Q13077"
"P03230","Q13077"
"Q96KM6","Q13077"
"O75604","Q13077"
"Q8IUH3","Q13077"
"P03366","Q9UJX6"
"P50221","Q9UJX6"
"Q9UM11","Q9UJX6"
"P31040","P61254"
"P04487","P61254"
"P56945","P61254"
"Q9UKV8","P61254"
"Q9UL18","P61254"
"P29350","P61254"
"Q2MG95","O00483"
"Q9H845","O00483"
"P28331","O00483"
"Q6UB35","O00483"
"Q96HS1","O00483"
"O43819","O00483"
"O43615","O00483"
"O75689","Q92997"
"O43463","Q92997"
"Q13351","Q92997"
"O15169","Q92997"
"O43474","Q92997"
"Q96T60","Q92997"
"P20719","Q92997"
"Q8N8U2","Q92997"
"P23025","Q92997"
"Q8TAD8","Q92997"
"O15481","Q92997"
"Q6ZU80","Q92997"
"Q8NHU0","Q92997"
"Q96MU7","Q92997"
"P0DMU9","Q92997"
"P61289","Q92997"
"Q96PV6","Q92997"
"O43159","Q92997"
"Q96C24","Q92997"
"Q96T49","Q92997"
"Q9P127","Q92997"
"P86480","Q92997"
"Q9UFB7","Q92997"
"Q86YD7","Q92997"
"P03431","Q92997"
"Q96EG3","Q92997"
"O43167","Q92997"
"Q5S007","Q92997"
"Q14498","Q92997"
"Q96EB6","Q92997"
"Q9UK58","Q92997"
"P01106","P62805"
"Q12824","P62805"
"Q5S007","P62805"
"Q92731","P62805"
"Q04724","P62805"
"Q9BVI0","P62805"
"Q13547","P62805"
"Q9QR71","P62805"
"P19838","P62805"
"P14079","O43186"
"P06428","Q8N6N6"
"Q9GZT8","Q8N6N6"
"Q9UKT9","Q8N6N6"
"C5E524","Q9Y4E8"
"Q9H257","Q9Y4E8"
"Q5S007","Q9Y4E8"
"I6T1Z2","O94906"
"P12520","Q13619"
"Q01105","O00560"
"Q8IYA8","O00560"
"A1L4H1","O00560"
"Q8NFF5","O00560"
"P63172","O00560"
"Q8N9Q2","O00560"
"O95544","O00560"
"Q15050","O00560"
"P51531","O00560"
"Q8WY64","O00560"
"P14373","O00560"
"P50570","O00560"
"Q5TBC7","O00560"
"Q99471","O00560"
"Q9H3H3-3","O00560"
"P04591","O00560"
"Q9H3H3","O00560"
"Q8ND90","O00560"
"Q04360","Q93062"
"P50542","O75381"
"P03179","O75381"
"Q14203","O75381"
"P42704","O75381"
"P50570","O75381"
"Q5S007","Q9UBD5"
"Q13415","Q9UBD5"
"Q13416","Q9UBD5"
"P36780","Q9UBD5"
"Q2PRM9","O95816"
"P29882","P14373"
"P36780","Q8IWI9"
"O75461","Q8IWI9"
"P41229","Q8IWI9"
"Q8N488","Q8IWI9"
"P61244","Q8IWI9"
"P49336","Q8IWI9"
"P16278","P62699"
"Q6VN20","P62699"
"O60336","P62699"
"P03177","P62699"
"Q9UPG8","P62699"
"O00463","P62699"
"Q9GZU7","P62699"
"O15499","P62699"
"Q8IVT5","P62699"
"O60506","P62699"
"Q9UHL9","Q9UBW7"
"P03508","Q9UBW7"
"Q9BUG6","Q9UBW7"
"P03372","Q9UBW7"
"P23246","Q9UBW7"
"Q96IK5","Q9UBW7"
"P22234","Q9UBW7"
"P26599","Q9UBW7"
"Q9UKT9","Q9UBW7"
"P35637","Q9UBW7"
"P03495","Q6NT76"
"O95363","Q6NT76"
"Q3SY00","Q6NT76"
"O75553","Q6NT76"
"Q9NVN8","Q6NT76"
"Q8N8B7","Q6NT76"
"Q8NHY3","Q6NT76"
"O15499","Q6NT76"
"Q9HCK0","Q6NT76"
"P03363","Q9UBB9"
"O75381","P07437"
"O75161","P07437"
"P05067","P07437"
"P0C765","P07437"
"I6T1Z2","P51648"
"P27824","P51648"
"P03372","P51648"
"P24835","Q14160"
"Q5ZER6","P29597"
"O75525","P29597"
"Q9ULX6","P29597"
"O60674","P29597"
"A6NEM1","P29597"
"P61978","P29597"
"Q08379","Q8IVT2"
"Q6NUQ1","Q8IVT2"
"Q9UL42","Q8IVT2"
"Q8N443","Q8IVT2"
"Q91B85","Q8IVT2"
"Q91B85","Q9BPW8"
"Q9H0R8","Q9BPW8"
"Q5S007","Q9BPW8"
"O95166","Q9BPW8"
"A0A142I5B9","O14828"
"P08559","O14828"
"O43493","O14828"
"Q8N4P2","O14828"
"P03179","O00483"
"O43169","O00483"
"O60488","O00483"
"Q9Y4W6","O00483"
"O75380","O00483"
"P0DOE9","P62333"
"P43686","P62333"
"P19320","P62333"
"Q1K9H5","Q9Y4W2"
"P05412","P15336"
"Q68G74","P15336"
"A4PIW0","P15336"
"P0C746","P15336"
"P17275","P15336"
"Q9NR55","P15336"
"P19367","P15336"
"P13639","P15336"
"A4PIV8","P15336"
"Q99986","P15336"
"P56524","P15336"
"P03225","O95831"
"Q9Y2S7","O95831"
"O00165","O95831"
"Q9NX63","O95831"
"Q13418","O95831"
"O60941","Q9UJY5"
"Q9UJY4","Q9UJY5"
"P14335","Q9UJY5"
"P56817","Q9UJY5"
"Q8TAB5","Q9UJY5"
"P11717","Q9UJY5"
"Q9Y3C5","Q9UJY5"
"Q92673","Q9UJY5"
"Q9NYB9","Q08117"
"P98175","Q08117"
"A7KAX9","Q08117"
"Q12933","Q08117"
"Q6VGT1","Q08117"
"Q96CA5","Q08117"
"Q2TAC2","Q08117"
"Q8IYR0","Q08117"
"P05412","P60866"
"Q9UBX2","P60866"
"Q9UKV8","P60866"
"P09429","P60866"
"P19320","P60866"
"A0A142I5B9","P60866"
"P13569","P60866"
"Q9Y618","Q01094"
"P03255","Q01094"
"Q92547","Q01094"
"Q14684","Q01094"
"Q96EB6","Q01094"
"P04590","Q86U06"
"P0CK47","P63279"
"Q9H2X6","P63279"
"Q96IK5","P63279"
"P04618","Q04837"
"Q96NL6","Q04837"
"P47929","Q04837"
"Q96H96","Q04837"
"O95470","Q9UNK0"
"O41952","Q9UNK0"
"Q9NR31","Q9UNK0"
"P54219-3","Q9UNK0"
"Q68D85","Q9UNK0"
"Q8TBP5","Q9UNK0"
"Q90VU7","P08631"
"Q07666","P08631"
"Q9HD26","P08631"
"Q5JR59","P08631"
"P38646","P08631"
"P0DTC7","P35606"
"Q9P2Y5","P35606"
"P19838","P35606"
"P12792","Q9BQE3"
"P13569","Q9BQE3"
"P03431","Q93062"
"O95561","P45984"
"Q6DP93","P45984"
"Q8N9I9","P45984"
"Q8IYX7","P45984"
"P04487","P62805"
"O60264","P62805"
"Q99AU3","P07910"
"Q16877","P16118"
"A5A5U1","P16118"
"Q2TAL6","P16118"
"Q9H079","P16118"
"Q16875","P16118"
"Q8N554","P16118"
"Q58EX7","P16118"
"P16118","P16118"
"Q6S9Z5","P16118"
"A5A5U1","P27986"
"Q9QPN3","P12931"
"P18825","Q99750"
"Q9Y5V3","Q99750"
"Q9BXC9","Q99750"
"F1D8P7","Q99750"
"Q9BT49","Q99750"
"P17482","Q99750"
"O60336","Q99750"
"O95817","Q99750"
"O14512","Q99750"
"O60573","Q99750"
"Q91B85","Q99750"
"Q96GV9","Q99750"
"Q5T0F9","Q99750"
"Q99988","Q99750"
"Q9HCB6","Q99750"
"Q96IQ9","Q99750"
"Q96EN9","Q99750"
"Q15583","Q99750"
"Q12950","Q99750"
"O96014","Q99750"
"Q3SYB3","Q99750"
"Q86XR2","Q99750"
"Q9H9D4","Q99750"
"Q9H0I2","Q99750"
"Q5VWN6","Q99750"
"Q9NVF9","Q99750"
"P37235","Q99750"
"Q14241","Q99750"
"Q6FI91","Q99750"
"P59910","Q99750"
"Q08E93","Q99750"
"Q92608","Q99750"
"Q7Z4V0","Q99750"
"Q7RTU3","Q99750"
"Q96AQ6","Q99750"
"Q86YD7","Q99750"
"P35590","Q99750"
"Q96HW7","P30153"
"Q9BQ15","P30153"
"Q9C0C7","P30153"
"Q69117","P30153"
"Q13322","P30153"
"Q93052","P30153"
"Q9P2B4","P30153"
"P00441","P30153"
"Q13136","P30153"
"Q9BWN1","P30153"
"P13569","P30153"
"Q9NRL3","P30153"
"P03070","Q9Y297"
"Q6FHY5","Q9Y6K1"
"Q15910","Q9Y6K1"
"P23497","Q9Y6K1"
"Q9QR71","Q9Y6K1"
"Q96T88","Q9Y6K1"
"O75530","Q9Y6K1"
"Q8N8E2","Q9Y6K1"
"O14744","Q9Y6K1"
"Q9Y6K1","Q9Y6K1"
"Q15047","Q9Y6K1"
"P48552","Q9Y6K1"
"O96017","P52292"
"P45973","P52292"
"Q01860","P52292"
"P63010","P52292"
"Q9NP66","P52292"
"P03070","P52292"
"P46063","P52292"
"O43148","P52292"
"P02545","P52292"
"Q8NBZ0","P52292"
"Q9HAN9","P52292"
"Q15637","P52292"
"Q8IVT5","P52292"
"Q9UJW9","P52292"
"P0CK56","O95573"
"P56962","O95573"
"Q86UK5","O95573"
"P03427","Q9UL15"
"P17661","Q9UL15"
"Q9BPY3","Q9UL15"
"Q6VAB6","Q9UL15"
"Q8IYA8","Q63ZY3"
"Q3SY00","Q63ZY3"
"Q2MG96","Q63ZY3"
"O76064","Q63ZY3"
"A2RRN7","Q63ZY3"
"Q9NVN8","Q63ZY3"
"P04324","P08631"
"P03496","Q5JVF3"
"P03129","Q13895"
"Q9UGI0","Q13895"
"Q96GA3","Q13895"
"Q9C0F1","Q13895"
"Q96MT3","Q13895"
"O43829","Q13895"
"Q2MG95","Q8TED1"
"Q6ZSS7","Q8TED1"
"O60883","Q8TED1"
"Q9UEU0","Q8TED1"
"P03255","Q13200"
"P19320","Q13200"
"O15060","Q13200"
"P00441","Q13200"
"P0DTD1","O60573"
"Q70EL1","O60573"
"Q96C00","O60573"
"O43597","O60573"
"Q7Z4V0","Q9UGI0"
"P50548","Q9UGI0"
"O41957","Q9UGI0"
"Q3B820","Q9UGI0"
"O75604","Q9UGI0"
"Q86YV0","Q9UGI0"
"P06927","O15258"
"Q17RD7","O15258"
"Q6NUS6","O15258"
"Q96B97","Q13501"
"Q12923","Q13501"
"Q15038","Q13501"
"P42858","Q13501"
"P12504","Q13501"
"Q13163","Q13501"
"P03372","Q13501"
"Q9UDY8","Q13501"
"Q6DP93","P27986"
"P14335","P30622"
"P68366","P30622"
"Q15691","P30622"
"Q04864-2","P30622"
"Q8TBE0","Q9NRD5"
"P38919","Q9NRD5"
"Q8NHQ9","Q9NRD5"
"Q92917","Q9NRD5"
"Q2TBE0","Q9NRD5"
"Q12774","Q9NRD5"
"Q8NBZ0","Q9NRD5"
"Q96MY7","Q9NRD5"
"Q7Z4V0","Q9NRD5"
"Q15287","Q9NRD5"
"Q03933","Q9NRD5"
"O43159","Q9NRD5"
"Q9NQ48","Q9NRD5"
"Q15735","Q9NRD5"
"Q5T6S3","Q9NRD5"
"Q9BYU1","Q9NRD5"
"Q92993","Q9NRD5"
"Q5QJE6","Q9NRD5"
"Q92785","Q9NRD5"
"O43167","Q9NRD5"
"Q9C086","Q9NRD5"
"Q969R5","Q9NRD5"
"Q9NTM9","Q9NRD5"
"Q96MU7","Q9NRD5"
"Q96MH2","Q9NRD5"
"Q9BU76","Q9NRD5"
"Q9UHV2","Q9NRD5"
"Q08426","Q9NRD5"
"Q5T686","Q9NRD5"
"Q9WMX2","Q9NRD5"
"Q56NI9","Q9NRD5"
"Q6NTE8","Q9NRD5"
"Q9H7E9","Q9NRD5"
"Q9NU19","Q9NRD5"
"Q15560","Q9NRD5"
"Q9HAN9","Q9NRD5"
"Q70IA8","Q9NRD5"
"H9XIJ5","P04083"
"Q13546","P04083"
"Q8N163","P04083"
"Q69117","Q5T4S7"
"P19320","Q5T4S7"
"Q08379","Q5T4S7"
"P03129","P24941"
"Q08379","P24941"
"Q08999","P24941"
"O95835","P24941"
"P63208","P24941"
"Q8AZJ3","P50281"
"Q07021","P50281"
"Q8N6L0","P50281"
"P15059","O14654"
"O75161","O14654"
"P00533","O14654"
"P38432","Q16637"
"Q9WMX2","Q16637"
"P62314","Q16637"
"Q9Y3Y2","Q16637"
"P22087","Q16637"
"Q09SZ7","Q14160"
"P03431","Q9Y4W2"
"P03428","P51648"
"P03431","P19367"
"P15336","P19367"
"P19367","P19367"
"P12931","P19367"
"Q8AZK7","P35998"
"Q13115","P35998"
"P38936","P35998"
"P31040","P35998"
"P50613","P21675"
"O95402","P21675"
"P20226","P21675"
"P68431","P21675"
"Q12962","P21675"
"Q9WMX2","P21675"
"O75923","P21675"
"P06921","Q9NZV6"
"Q13099","Q9NZV6"
"P14373","Q9NZV6"
"A8MQ03","Q9NZV6"
"P61201","Q09472"
"Q9UBL3","Q09472"
"Q96KQ4","Q09472"
"P42226","Q09472"
"Q9Y6Q9","Q09472"
"Q9UMX0","Q09472"
"Q9BQG0","Q09472"
"Q12778","Q09472"
"P62993","Q09472"
"P04637","Q09472"
"Q13761","Q09472"
"P06930","Q09472"
"P05549","Q09472"
"P67809","Q09472"
"P55209","Q09472"
"Q5JTC6","Q9UKB1"
"Q96K76","Q9UKB1"
"P19838","Q9UKB1"
"Q84940","Q9UKB1"
"P35222","Q9UKB1"
"O15169","Q9UKB1"
"P17181","Q9UKB1"
"Q3KP66","Q9UKB1"
"P30304","Q9UKB1"
"Q00987","Q9UKB1"
"P30291","Q9UKB1"
"P19525","P56537"
"Q6FHY5","P56537"
"P06921","P56537"
"P03372","P56537"
"Q08AM6","P56537"
"P13569","P56537"
"P27958","P19784"
"Q8WXX7","P19784"
"Q8IVT5","P19784"
"Q9NRD5","P19784"
"Q12923","Q9BUL8"
"O43815","Q9BUL8"
"P03427","Q9BUL8"
"Q9Y285","Q9BUL8"
"Q9NZZ3","Q9BUL8"
"Q8IY42","Q9BUL8"
"Q9BRV8","Q9BUL8"
"Q14BN4","Q9BUL8"
"O75808","Q12933"
"Q3B820","Q12933"
"P42345","Q12933"
"Q70EL1","Q12933"
"P07947","Q12933"
"Q86XT4","Q12933"
"Q7Z434","Q12933"
"Q6ZSB9","Q12933"
"Q5TAP6","Q12933"
"X5D778","Q12933"
"Q86YD7","Q12933"
"Q9UM82","Q12933"
"Q13526","Q12933"
"O75604","Q12933"
"Q14687","Q12933"
"Q7L5A3","Q12933"
"Q5JVL4","Q12933"
"P54253","Q12933"
"O14836","Q12933"
"P41225","Q12933"
"Q2TAL8","Q12933"
"Q16656","Q12933"
"P03346","Q12933"
"A0A0A0MR80","Q12933"
"Q5T8I9","Q12933"
"O43741","Q12933"
"Q9UHP3","Q12933"
"Q9P2K3","Q12933"
"Q2TBE0","Q12933"
"Q12815","Q12933"
"Q14790","Q12933"
"Q96EK7","Q12933"
"Q9Y5U2","Q12933"
"P0CK49","P25445"
"Q9UER7","P25445"
"P25445","P25445"
"P48023","P25445"
"P03101","P52292"
"P07910","P52292"
"Q86Y26","P52292"
"Q8N6Y0","P52292"
"P40692","P52292"
"Q5T7N2","P52292"
"Q9UKX7","P52292"
"Q8IYF1","O14641"
"P57078","O14641"
"Q14134","O14641"
"O15169","O14641"
"Q67296","O14641"
"P28340","P12004"
"Q77M19","P12004"
"Q13111","P12004"
"Q5S007","P12004"
"P00558","P12004"
"O95816","Q08211"
"Q6QDQ4","Q08211"
"Q71U36","Q08211"
"P67809","Q08211"
"B4URF7","Q13049"
"Q06124","Q13049"
"Q13049","Q13049"
"P36791","P22736"
"P40763","P22736"
"P32189","P22736"
"P02751","P05556"
"P13612","P05556"
"O43493","P05556"
"P03246","P05556"
"P78423","P05556"
"P18031","P05556"
"O14672","P05556"
"P19320","P05556"
"Q6NUS6","P05556"
"Q09472","P16220"
"Q03060","P16220"
"P78317","P16220"
"P0C746","P16220"
"Q92793","P16220"
"P16220","P16220"
"P36313","P07437"
"P19838","P07437"
"P46734","P07437"
"P0DOE9","Q9UHB9"
"Q5S007","Q9UHB9"
"P36957","Q9UHB9"
"Q9NYJ8","Q9Y6K9"
"P01106","Q9Y6K9"
"Q9UPQ9","Q9Y6K9"
"Q70EL1","Q9Y6K9"
"P00533","Q9Y6K9"
"Q06A28","Q9Y6K9"
"Q3SBS4","O95793"
"Q08211","O95793"
"Q02878","O95793"
"Q9WH13","Q12959"
"Q9UL42","Q96HA8"
"Q9UH03","Q96HA8"
"A0A590TQL1","Q96HA8"
"Q15645","Q96HA8"
"Q5HYN5","Q96HA8"
"Q7L4P6","Q96HA8"
"Q96KP6","Q96HA8"
"Q96JM7-2","Q96HA8"
"Q93099","Q96HA8"
"A2BDD9","Q96HA8"
"Q9Y2V7","Q96HA8"
"Q9H3F6","Q96HA8"
"Q13077","Q96HA8"
"Q9NSC5","Q96HA8"
"O43679","Q96HA8"
"P38432","Q96HA8"
"Q08AM6","Q96HA8"
"Q9NP66","Q96HA8"
"Q9C026","Q96HA8"
"Q0VD86","Q96HA8"
"Q9NR46","Q96HA8"
"Q5T7W0","Q96HA8"
"O00422","Q96HA8"
"Q9BT25","Q96HA8"
"Q68D86","Q96HA8"
"Q6P1K8","Q96HA8"
"Q9NT22","Q96HA8"
"P06428","Q96HA8"
"P05162","Q96HA8"
"P43364","Q96HA8"
"O15217","Q96HA8"
"Q05D60","Q96HA8"
"P32320","Q96HA8"
"P35609","Q96HA8"
"P09105","Q96HA8"
"Q9Y6D9","Q96HA8"
"P43356","Q96HA8"
"O95848","Q96HA8"
"O14519","Q96HA8"
"Q9NWM3","Q96HA8"
"Q86VP1","Q96HA8"
"Q17RB8","Q96HA8"
"A0A0A0MR80","Q96HA8"
"Q9BRJ7","Q96HA8"
"Q719H9","Q96HA8"
"Q86YV0","Q96HA8"
"P41212","Q96HA8"
"Q96LK8","Q96HA8"
"Q8TAP9","Q96HA8"
"Q93062","Q96HA8"
"Q96AA8","Q96HA8"
"Q8WWZ3","Q96HA8"
"Q8ND83","Q96HA8"
"P02489","Q96HA8"
"A1L306","Q96HA8"
"O96006","Q96HA8"
"Q9Y250","Q96HA8"
"Q9BUA3","Q96HA8"
"Q96SF7","Q96HA8"
"Q08379","Q96HA8"
"Q9BX70","Q96HA8"
"Q8NB15","Q96HA8"
"Q9H668","Q96HA8"
"P14136","Q96HA8"
"Q9H079","Q96HA8"
"Q96PV0","Q96HA8"
"Q9BRK3","Q96HA8"
"P43365","Q96HA8"
"P49247","Q96HA8"
"Q96N21","Q96HA8"
"Q52MB2","Q96HA8"
"Q5JTD7","Q96HA8"
"Q96CG3","Q96HA8"
"A5D8V6","Q96HA8"
"Q9BRK4","Q96HA8"
"Q96BZ8","Q96HA8"
"Q3MHD2","Q96HA8"
"P15531","Q96HA8"
"Q8NA82","Q96HA8"
"P36406","Q96HA8"
"P19801","Q96HA8"
"P59797","Q96HA8"
"Q6IPU0","Q96HA8"
"Q8TAE8","Q96HA8"
"Q9H0C5","Q96HA8"
"Q96CA5","Q96HA8"
"Q96GS4","Q96HA8"
"Q9H2G9","Q96HA8"
"P28074","Q96HA8"
"Q9BVN2","Q96HA8"
"A6NLX3","Q96HA8"
"O15049","Q96HA8"
"P02008","Q96HA8"
"Q53H80","Q96HA8"
"Q9NPC3","Q96HA8"
"Q9NP64","Q96HA8"
"P14373","Q96HA8"
"Q9NP81","Q96HA8"
"Q9P286","Q96HA8"
"Q96PV4","Q96HA8"
"Q93045","Q96HA8"
"Q13352","Q96HA8"
"P03427","P68363"
"O95816","P68363"
"O75381","P68363"
"P03372","P68363"
"Q9Y4H4","Q7Z4N8"
"O14964","Q7Z4N8"
"P43356","Q7Z4N8"
"Q9BVN2","Q7Z4N8"
"Q8AZK7","Q7Z4N8"
"Q86Y26","Q7Z4N8"
"O43482","Q7Z4N8"
"Q9NZ72","Q7Z4N8"
"Q86V38","Q7Z4N8"
"P31345","O00629"
"P03126","Q12959"
"P0DTC3","Q00325"
"Q96HA7","Q00325"
"Q13153","Q00325"
"P05412","Q00325"
"Q9E7P0","P11940"
"P68400","Q06587"
"P51784","Q06587"
"P03428","Q06587"
"Q8N488","Q06587"
"Q6W2J9","Q06587"
"Q9HC52","Q06587"
"Q8IXK0","Q06587"
"P35227","Q06587"
"P04637","Q06587"
"Q8IY57","Q06587"
"I6T1Z2","P43307"
"P03372","P43307"
"P27824","P43307"
"P09613","Q14974"
"P51178","Q14974"
"P08559","Q14974"
"Q5S007","Q14974"
"P13569","P26599"
"O56264","P26599"
"O00429","P26599"
"Q5S007","P26599"
"Q2PJP0","O14908"
"Q4VC12","Q9NSC5"
"Q3KSS3","Q9NSC5"
"P09067","Q9NSC5"
"Q86YD7","Q9NSC5"
"A1L1C6","Q9NSC5"
"Q86UU5","Q9NSC5"
"Q8TBB1","Q9NSC5"
"Q96MX3","Q53EZ4"
"P0C206","Q53EZ4"
"Q2KHM9","Q53EZ4"
"Q96HB5","Q53EZ4"
"Q8AZK7","P46781"
"P13569","P46781"
"Q9UBX2","P46781"
"Q92731","P46781"
"Q5S007","P46781"
"P16749","P60842"
"Q14657","Q8ND90"
"Q9UQ90","Q8ND90"
"Q9H7E9","Q8ND90"
"Q9C086","Q8ND90"
"Q96HZ7","Q8ND90"
"D3DUQ6","Q8ND90"
"Q8NE01","Q8ND90"
"Q9Y2B5","Q8ND90"
"Q16512","Q8ND90"
"P56524","Q8ND90"
"Q96IZ5","Q8ND90"
"Q9UMX0","Q8ND90"
"P17482","Q8ND90"
"Q9BVN2","Q8ND90"
"Q9HC52","Q8ND90"
"O95872","Q8ND90"
"Q9NU39","Q8ND90"
"P10606","Q8ND90"
"Q9NP98","Q8ND90"
"P03225","Q8ND90"
"Q53GI4","Q8ND90"
"Q9BUL9","Q8ND90"
"Q13895","Q8ND90"
"Q15561","Q8ND90"
"J3QSH9","Q8ND90"
"P61758","Q8ND90"
"P31345","P52294"
"P03372","Q92769"
"Q14687","Q92769"
"P03129","Q92769"
"O60341","Q92769"
"P48382","Q92769"
"O75182","Q92769"
"P29882","Q8IYX8"
"P07947","Q8IYX8"
"Q9UBB9","Q8IYX8"
"P04296","P49736"
"P25205","P49736"
"P19712","P11940"
"Q14106","P11940"
"P50616","P11940"
"Q1K9H5","O00165"
"P53779","O00165"
"P01583","O00165"
"O95159","Q9Y676"
"Q92552","Q9Y676"
"Q9NWT8","Q9Y676"
"Q5EP28","Q9Y676"
"P62753","Q9Y676"
"A5PKU2","Q9Y676"
"Q7Z4F1","Q9Y676"
"Q9UNS2","P10398"
"P03372","P10398"
"P15056","P10398"
"C5E526","P10398"
"Q96PV6","Q9BUZ4"
"Q9Y4B4","Q9BUZ4"
"A6NEM1","Q9BUZ4"
"Q8AZK7","Q9BUZ4"
"Q8TBE0","Q9BUZ4"
"Q9UHD9","Q9BUZ4"
"P14598","Q9BUZ4"
"Q96D16","Q9BUZ4"
"Q3SY00","Q9BUZ4"
"O43559","Q9BUZ4"
"O43294","Q9BUZ4"
"P49639","Q9BUZ4"
"Q9P0N9","Q9BUZ4"
"P50570","Q9BUZ4"
"Q86X51","Q9BUZ4"
"O60341","Q9BUZ4"
"A8KA13","Q9BUZ4"
"Q7Z3B3","Q9BUZ4"
"Q9H0M0","Q9BUZ4"
"Q86VP1","Q9BUZ4"
"Q05516","Q9BUZ4"
"O00308","Q9BUZ4"
"Q15427","Q9BUZ4"
"Q8IX06","Q9BUZ4"
"Q63ZY3","Q9BUZ4"
"Q7L5A3","Q9BUZ4"
"Q8NCA9","Q9BUZ4"
"P36791","Q16629"
"Q5S007","Q16629"
"O00560","Q16629"
"P28324","Q16629"
"Q8AZK7","O75190"
"Q00872","O75190"
"P58340","O75190"
"O75923","O75190"
"Q9UPV0","O75190"
"P04015","O94842"
"P62136","O94842"
"P25786","P14373"
"O95872","P14373"
"Q15788","P14373"
"Q03252","P14373"
"Q9H0I2","P14373"
"Q53FD0","P14373"
"Q9Y2B5","P14373"
"Q68D86","P14373"
"Q9NUQ8","P14373"
"Q9H8E8","P14373"
"Q12905","P14373"
"O15287","P14373"
"Q4G0R1","P14373"
"Q14511","P14373"
"P03372","P14373"
"Q6ZVT0","P14373"
"Q17RB8","P14373"
"P03495","P14373"
"Q96FJ0","P14373"
"Q7Z3I7","P14373"
"Q3SY00","P14373"
"Q9NVL8","P14373"
"Q9NZ43","P14373"
"Q14687","P14373"
"Q12774","P14373"
"Q7Z3B3","P14373"
"Q13671","P14373"
"Q92993","P14373"
"Q9Y6W3","P14373"
"Q9NNX1","P14373"
"Q96BZ8","P14373"
"Q8TCX5","P14373"
"P36778","O00308"
"Q9Y272","O00308"
"Q8NHY3","O00308"
"Q96GM5","O00308"
"Q15884","O00308"
"Q01860","O00308"
"P0DTD1","Q9NRN7"
"O43186","Q9NRN7"
"Q9UPT9","Q9NRN7"
"P56945","P07237"
"Q12824","P07237"
"Q13546","P07237"
"P04156","P07237"
"P69901","P07237"
"Q9H074","P55884"
"Q9J0X9","P55884"
"P23443","P55884"
"Q14152","P55884"
"P03372","P55884"
"Q2Y0F1","Q12959"
"P12520","Q8WXD5"
"Q96D03","Q8WXD5"
"O94842","Q8WXD5"
"Q9Y3F4","Q8WXD5"
"Q7KZS0","Q13287"
"Q6PJG6","Q13287"
"Q96LT7","Q13287"
"Q8NA92","Q13287"
"P06422","Q13287"
"Q92793","Q13287"
"P04198","Q13287"
"Q9Y6C2","Q13287"
"Q8TAB5","Q13287"
"Q86XK3","Q13287"
"Q9Y217","Q13287"
"Q6P9H4","Q13287"
"P40222","Q13287"
"O95171","Q13287"
"O95447","Q13287"
"Q8N4P3","Q13287"
"P56693","Q13287"
"P51692","Q13287"
"Q0D2H9","Q13287"
"P06464","Q9NUJ1"
"P36405","Q9NUJ1"
"Q9H6K4","Q9NUJ1"
"Q15910","P40763"
"P22736","P40763"
"Q9WMX2","P40763"
"Q9NWQ8","P40763"
"Q9UER7","P40763"
"Q8NEC7","P40763"
"Q04206","P40763"
"P03087","P52292"
"A8E1C4","P52597"
"Q0VD86","P52597"
"P03372","P52597"
"O43347","P52597"
"Q5EP37","O15371"
"P03372","O15371"
"O15084","O15371"
"P12520","Q9NX00"
"Q8WVZ9","Q9NX00"
"Q9H0R8","Q9NX00"
"P41743","Q9NX00"
"Q9GZQ8","Q9NX00"
"Q77M19","O43175"
"P05412","O43175"
"Q5S007","O43175"
"P03372","O43175"
"P19320","O43175"
"P06460","O00767"
"Q5SR56","O00767"
"Q9NPL8","O00767"
"Q8TDC0","Q15038"
"Q86UW9","Q15038"
"O95947","Q15038"
"Q13227","Q15038"
"Q9NS91","Q15038"
"P86480","Q15038"
"Q2Q067","Q15038"
"Q14847","Q15038"
"Q9Y5J3","Q15038"
"Q96K80","Q15038"
"Q6GQQ9","Q15038"
"Q9Y5V3","Q15038"
"Q03989","Q15038"
